entity_id,as_of_date,engagement_score,num_interactions,last_contact_days_ago,amount,source,sales_rep_available,industry,deal_size_band,converted
L-02321,2023-01-14,0.5508316650302666,1,45,4746.688318223511,referral,1,manufacturing,medium,0
L-00843,2023-01-15,0.24535626493362672,3,48,4344.294637248198,paid_search,1,manufacturing,medium,1
L-03319,2023-01-15,0.3281435160347943,5,21,2067.0008103971836,outbound,0,finance,small,0
L-01908,2023-01-15,0.5470162282063336,5,5,6865.643129217487,organic,0,healthcare,medium,0
L-00662,2023-01-15,0.3940840894152582,4,42,13641.985048911725,referral,1,finance,large,1
L-02763,2023-01-15,0.5073239795930695,5,6,2381.401732025257,referral,0,saas,small,1
L-03544,2023-01-15,0.5506414608194028,2,57,4531.657010398529,outbound,0,finance,medium,0
L-03632,2023-01-15,0.4207338711650098,4,24,9511.409869499308,paid_search,1,retail,large,0
L-02865,2023-01-15,0.11527076780574497,6,41,7042.936526604777,paid_search,0,saas,medium,0
L-00327,2023-01-15,0.1981177414120907,2,20,2413.936589190259,organic,1,retail,small,0
L-00969,2023-01-15,0.1833181618695403,1,55,5083.73196593615,organic,1,retail,medium,0
L-01445,2023-01-15,0.33667080759737233,3,17,4989.0514218924545,outbound,0,manufacturing,medium,0
L-01682,2023-01-15,0.42571252374691715,0,7,5612.219684309295,organic,1,finance,medium,1
L-01265,2023-01-15,0.22807940795641646,2,30,2841.8529960311703,event,0,healthcare,small,0
L-00116,2023-01-15,0.26457427782126164,4,59,5414.599581972435,paid_search,0,healthcare,medium,0
L-03754,2023-01-16,0.08590890494995851,4,23,12572.09805631514,paid_search,1,saas,large,0
L-02202,2023-01-16,0.1058145276846828,2,10,6344.912561278684,outbound,1,manufacturing,medium,1
L-03239,2023-01-16,0.564828363162763,2,47,10462.700108491192,paid_search,1,saas,large,1
L-02629,2023-01-16,0.26502130580561967,3,1,3422.4562779091907,referral,0,retail,medium,0
L-02037,2023-01-17,0.8468337750111318,7,45,9411.268805417902,outbound,1,saas,large,0
L-01451,2023-01-17,0.5592422287009515,3,0,4151.718745229244,outbound,1,manufacturing,medium,1
L-00901,2023-01-17,0.9312433284794626,2,7,11827.550205491729,paid_search,1,saas,large,0
L-00249,2023-01-17,0.34538339316949207,4,8,12963.882932861101,organic,1,retail,large,0
L-02727,2023-01-17,0.2592848009081554,1,6,6115.440534265835,outbound,0,manufacturing,medium,0
L-02771,2023-01-17,0.3973338842065408,7,26,2559.5479684152047,organic,1,finance,small,1
L-02880,2023-01-17,0.14973420826677053,2,44,3750.313992753552,outbound,0,retail,medium,0
L-01018,2023-01-17,0.32616264200356604,3,42,6380.234809534559,referral,1,manufacturing,medium,0
L-01098,2023-01-17,0.25768709127299727,3,26,32450.328124907996,event,1,healthcare,large,1
L-01239,2023-01-17,0.3220806062960361,7,10,5244.754780039228,organic,1,healthcare,medium,0
L-00869,2023-01-17,0.03622233104530359,6,2,7169.11394684642,outbound,0,retail,medium,0
L-00561,2023-01-18,0.6783106084017082,4,9,19406.676785928594,referral,0,retail,large,1
L-00055,2023-01-18,0.47979850275515334,5,32,8756.472036553489,referral,0,healthcare,large,1
L-02521,2023-01-18,0.41379980988414755,3,26,2184.522791302792,referral,1,manufacturing,small,0
L-00396,2023-01-18,0.25761742283849576,5,29,4782.149095426575,event,0,retail,medium,1
L-00351,2023-01-18,0.853630173146734,2,2,7160.119875649316,referral,0,saas,medium,1
L-03879,2023-01-18,0.28101260750152846,3,27,3749.266492525437,outbound,1,healthcare,medium,1
L-02370,2023-01-18,0.284005816335823,4,4,1023.9194224868568,referral,0,manufacturing,small,1
L-01870,2023-01-18,0.3706282615056329,1,27,8250.285781077782,outbound,0,finance,large,0
L-02338,2023-01-18,0.5112702394360336,2,32,5767.785493364587,organic,1,saas,medium,0
L-00816,2023-01-18,0.28253440128671103,4,59,10329.30716466657,paid_search,0,manufacturing,large,0
L-01109,2023-01-18,0.9377054325359795,4,48,4482.887116831232,paid_search,1,retail,medium,1
L-00810,2023-01-18,0.04496424249882747,5,27,1252.3650376373178,outbound,1,retail,small,0
L-03851,2023-01-19,0.8636000698541542,7,51,5617.897582064748,paid_search,1,finance,medium,1
L-01525,2023-01-19,0.43232529586910806,3,48,3263.5192143278773,organic,0,finance,medium,0
L-03362,2023-01-19,0.1421860130150272,1,12,5270.585318769525,referral,1,saas,medium,0
L-03012,2023-01-19,0.2043656937491969,3,2,4749.481005791308,organic,0,manufacturing,medium,0
L-02779,2023-01-19,0.6554913685589684,2,0,4878.908250463994,outbound,0,retail,medium,1
L-03870,2023-01-19,0.6371084131782386,4,12,4321.957431801327,outbound,0,saas,medium,1
L-01780,2023-01-19,0.08497475312573843,2,0,5515.0246782422455,event,0,saas,medium,1
L-01805,2023-01-19,0.15744760866519159,3,29,5016.349341522408,organic,0,saas,medium,0
L-01517,2023-01-20,0.17217066368292422,3,33,1286.8296094599987,event,1,retail,small,0
L-01462,2023-01-20,0.006715784163385141,6,0,6416.790182126875,organic,1,saas,medium,0
L-02883,2023-01-20,0.34030064366652835,3,37,1525.1597352623098,referral,1,saas,small,0
L-01269,2023-01-20,0.14017974220333174,4,33,7432.07131220204,organic,0,manufacturing,medium,0
L-01285,2023-01-20,0.6387309128973808,3,33,7756.889869472643,referral,0,saas,medium,1
L-02411,2023-01-20,0.052282010821323,2,7,16297.803880058142,organic,0,retail,large,0
L-00573,2023-01-20,0.8267748280138787,4,16,777.2019820536298,event,0,healthcare,small,1
L-00583,2023-01-21,0.19462821160492227,1,24,1721.4461943388822,paid_search,0,saas,small,0
L-02971,2023-01-21,0.07080047177365889,5,50,5333.256028292754,referral,1,manufacturing,medium,0
L-01463,2023-01-21,0.28819930120056425,2,40,3862.729336708388,event,1,healthcare,medium,0
L-03463,2023-01-21,0.7399435631818133,1,6,2427.5777847909903,paid_search,0,healthcare,small,0
L-02277,2023-01-21,0.856736684436776,1,57,3106.574852628383,outbound,0,saas,medium,0
L-03337,2023-01-21,0.6658537063562052,3,1,4132.384190984451,organic,1,finance,medium,1
L-00698,2023-01-21,0.39330188369930785,5,41,3044.1310040141348,referral,1,finance,medium,0
L-01452,2023-01-21,0.0009924640506289162,4,22,13027.365698165248,event,0,retail,large,0
L-02504,2023-01-21,0.13064525602570232,3,35,4674.462286109723,organic,1,retail,medium,0
L-00847,2023-01-21,0.06420885156546441,4,41,6517.04908338451,outbound,0,retail,medium,0
L-01641,2023-01-21,0.03020994824207046,1,31,18932.0284662061,organic,0,manufacturing,large,0
L-01975,2023-01-21,0.20230861884209816,1,9,10779.377076060573,outbound,1,finance,large,0
L-01652,2023-01-21,0.3092497263361561,7,14,7665.5599104227385,organic,1,healthcare,medium,1
L-03616,2023-01-21,0.44045234521626675,3,37,1856.238065334286,paid_search,0,manufacturing,small,0
L-00897,2023-01-22,0.2040131465540409,3,29,6121.29270369247,outbound,0,saas,medium,0
L-01982,2023-01-22,0.581247022853352,4,18,2472.818485910486,organic,0,manufacturing,small,1
L-00545,2023-01-22,0.3752781396934941,2,2,1572.9433491316186,outbound,0,finance,small,0
L-00886,2023-01-22,0.024229354087584865,3,28,2418.135466404075,outbound,0,saas,small,1
L-02617,2023-01-22,0.5493180822758392,2,0,6243.29244462699,organic,1,saas,medium,1
L-02313,2023-01-22,0.8197385402823597,2,57,3885.265829602644,event,0,retail,medium,0
L-03799,2023-01-22,0.39614674508830017,4,58,6931.1949533469415,outbound,0,healthcare,medium,0
L-01978,2023-01-23,0.49348415776321697,7,29,1497.106131368998,referral,1,saas,small,1
L-00857,2023-01-23,0.43168108117702464,4,47,4574.6212315543335,outbound,1,retail,medium,1
L-02487,2023-01-23,0.11209923242642206,5,37,7601.50688945872,organic,1,saas,medium,0
L-01020,2023-01-23,0.3932501344006667,6,47,4370.839675974332,paid_search,1,retail,medium,1
L-01266,2023-01-23,0.18877889786366542,1,23,5230.792401323829,referral,0,finance,medium,0
L-03780,2023-01-23,0.995526179061942,2,25,5087.69056764935,organic,1,retail,medium,0
L-03356,2023-01-23,0.59563741801024,2,9,5743.149710198262,organic,0,saas,medium,0
L-01800,2023-01-23,0.015580700042524986,2,28,6906.140211930739,organic,0,retail,medium,0
L-01025,2023-01-23,0.14128926708710055,5,0,4043.592485257588,referral,0,manufacturing,medium,0
L-00541,2023-01-23,0.4369892883114518,3,43,1670.032843777399,organic,0,healthcare,small,0
L-03451,2023-01-23,0.5744621935391577,3,35,8297.111748115904,paid_search,1,saas,large,1
L-02656,2023-01-24,0.8820849990955023,6,40,3485.822293086287,referral,0,finance,medium,0
L-01135,2023-01-24,0.7610215729814965,4,40,2316.4389733932217,outbound,0,manufacturing,small,0
L-02787,2023-01-24,0.7495962459853094,3,44,10027.880148350465,organic,1,healthcare,large,1
L-02459,2023-01-24,0.8245025676918739,2,44,3170.0265238488455,outbound,1,saas,medium,0
L-03112,2023-01-24,0.7533686139505454,2,36,9855.121045968934,organic,1,manufacturing,large,0
L-00149,2023-01-24,0.09327090532432725,6,27,3850.9891387424573,organic,1,saas,medium,1
L-03508,2023-01-24,0.785966821450627,6,42,1887.133614904515,referral,0,saas,small,0
L-03183,2023-01-24,0.6738911544076371,8,7,1819.5203496203046,event,1,retail,small,0
L-03188,2023-01-24,0.8949178823855207,3,50,14898.832751995387,organic,1,saas,large,0
L-01614,2023-01-25,0.602556765525702,5,52,4230.7886278519845,referral,1,manufacturing,medium,1
L-03500,2023-01-25,0.17120494224342575,0,37,3658.8939434276404,organic,1,healthcare,medium,1
L-01888,2023-01-25,0.9289300171263591,2,18,7456.790070873464,outbound,1,finance,medium,1
L-03918,2023-01-25,0.8688016891935535,7,58,6640.913850883893,outbound,0,finance,medium,1
L-01350,2023-01-25,0.032867670266468973,4,10,9027.81060744974,outbound,1,healthcare,large,0
L-02372,2023-01-25,0.5120419334634545,5,17,3889.3700342565003,organic,1,healthcare,medium,1
L-01410,2023-01-25,0.6588461484734262,3,42,6369.126140943867,paid_search,0,finance,medium,0
L-02524,2023-01-25,0.7333448483633508,1,17,4049.5735568748432,outbound,1,retail,medium,0
L-01469,2023-01-25,0.9667639636420327,0,40,7544.308408820286,organic,0,manufacturing,medium,0
L-03532,2023-01-25,0.5188142491538,2,11,2808.832847666104,paid_search,0,healthcare,small,0
L-02981,2023-01-25,0.22393439169229967,4,17,14902.631558684716,organic,1,retail,large,0
L-02001,2023-01-25,0.35711559589661857,2,19,10180.821829641838,outbound,1,finance,large,0
L-00618,2023-01-25,0.8230676165684149,3,6,4676.551628705733,outbound,1,healthcare,medium,0
L-00278,2023-01-26,0.8603458907817834,5,7,7140.358194234615,referral,1,manufacturing,medium,1
L-03797,2023-01-26,0.9072617908488282,4,19,16961.60368583081,paid_search,0,finance,large,0
L-00035,2023-01-26,0.7828205656486452,2,54,22067.91093576499,outbound,1,finance,large,1
L-02887,2023-01-26,0.6950383878099182,1,40,4685.519462862945,outbound,0,retail,medium,0
L-02803,2023-01-26,0.46263031948273103,4,7,5647.541750634947,organic,1,retail,medium,1
L-02128,2023-01-26,0.7984321908001345,7,22,13912.91980065257,organic,0,manufacturing,large,1
L-00517,2023-01-27,0.22669865191471072,5,7,4826.8904688157745,outbound,1,saas,medium,1
L-02710,2023-01-27,0.7935777493916063,3,18,1640.0300187061011,referral,1,saas,small,0
L-02439,2023-01-27,0.3017854337456115,1,40,6545.473956843787,paid_search,1,healthcare,medium,0
L-01361,2023-01-27,0.3462144553610915,6,28,4561.8279920736195,paid_search,0,finance,medium,1
L-01455,2023-01-27,0.7822839235035594,0,14,6967.719522617939,outbound,1,manufacturing,medium,0
L-01034,2023-01-27,0.9853645621682221,1,47,12872.520145952014,organic,0,manufacturing,large,0
L-03916,2023-01-27,0.7979341171788689,4,40,699.9816610060526,outbound,0,healthcare,small,0
L-02963,2023-01-27,0.24369675423272685,4,48,4847.294782024657,referral,1,finance,medium,0
L-02330,2023-01-27,0.10176845917980593,1,10,1591.9537183056307,referral,0,manufacturing,small,0
L-00044,2023-01-28,0.9810048113537728,1,34,11352.196838767328,organic,0,retail,large,1
L-03069,2023-01-28,0.503177170232213,1,58,9109.001075626313,paid_search,0,retail,large,0
L-02794,2023-01-28,0.3158314850884807,2,0,1520.5808207590528,organic,1,healthcare,small,0
L-01768,2023-01-28,0.6620496046315625,2,42,18702.23210386152,organic,1,manufacturing,large,0
L-02311,2023-01-28,0.7980395012720187,3,26,7708.110852173309,outbound,0,manufacturing,medium,0
L-03560,2023-01-28,0.9294374266776991,1,49,18519.37117466847,paid_search,0,finance,large,0
L-03154,2023-01-28,0.06276327793060288,3,32,4297.152245833816,outbound,1,healthcare,medium,0
L-02231,2023-01-28,0.03275723026369526,1,55,6457.17739642598,event,1,saas,medium,0
L-02704,2023-01-28,0.13388906937518164,3,48,3921.699306643831,outbound,0,saas,medium,0
L-00386,2023-01-28,0.9871863320416938,1,33,1114.3318767656697,organic,0,healthcare,small,0
L-03651,2023-01-29,0.4449008179668318,1,44,4654.71620543875,referral,0,manufacturing,medium,0
L-03276,2023-01-29,0.5773390030761493,3,7,2764.057217092356,outbound,0,healthcare,small,1
L-03987,2023-01-29,0.3780151073363489,3,12,3791.6989223687365,outbound,0,saas,medium,1
L-03410,2023-01-29,0.2676487350598524,3,56,10508.181418520615,paid_search,1,manufacturing,large,0
L-01021,2023-01-29,0.7423326548539464,4,0,2521.2866925277817,outbound,1,finance,small,0
L-00898,2023-01-29,0.6230715035620354,3,10,3042.008712923745,organic,1,retail,medium,1
L-03334,2023-01-29,0.35781003241535636,2,58,10727.113622079201,outbound,0,manufacturing,large,0
L-00658,2023-01-29,0.10594235699096155,2,16,3574.5658267084073,referral,1,finance,medium,1
L-02590,2023-01-29,0.23545201701388085,7,10,11068.370903369538,paid_search,0,healthcare,large,1
L-01952,2023-01-29,0.9443692191577738,2,7,12059.12101637113,referral,1,saas,large,0
L-03815,2023-01-29,0.7937989776497628,0,56,4148.010879064558,referral,0,retail,medium,0
L-03531,2023-01-29,0.841431851143876,7,37,1723.053781752279,organic,0,finance,small,1
L-01833,2023-01-29,0.4701822732030162,2,16,5270.406643396338,outbound,1,retail,medium,1
L-03535,2023-01-30,0.7521650668644404,5,21,1957.059727738817,paid_search,0,healthcare,small,0
L-01910,2023-01-30,0.511305953412695,1,21,3164.864119000477,outbound,0,saas,medium,0
L-02024,2023-01-30,0.7964666482835426,4,32,1859.6971816620842,paid_search,0,retail,small,1
L-01214,2023-01-30,0.14643617455697955,6,19,3611.7530699027934,paid_search,1,finance,medium,0
L-03613,2023-01-30,0.651705330453108,2,29,13931.289081895438,organic,0,manufacturing,large,0
L-01252,2023-01-30,0.27092039338631246,7,34,5906.19204697379,event,0,saas,medium,0
L-00068,2023-01-31,0.25883563723739966,2,51,3400.3663142852965,paid_search,0,healthcare,medium,0
L-02668,2023-01-31,0.8748972004725892,3,53,5388.974171510002,outbound,0,healthcare,medium,0
L-02855,2023-01-31,0.9495727706536599,3,57,6184.5479382124795,event,0,retail,medium,1
L-01054,2023-01-31,0.6146062192524261,0,13,5775.2256810474155,organic,0,retail,medium,1
L-03931,2023-01-31,0.24777941443969453,0,28,11027.33725054499,outbound,1,retail,large,0
L-00216,2023-02-01,0.11401919133455096,3,33,15871.522842557104,organic,0,manufacturing,large,0
L-01570,2023-02-01,0.7619481785641752,2,13,5202.559842275688,outbound,1,manufacturing,medium,1
L-02478,2023-02-01,0.8284969482679155,6,3,1058.4312503317071,paid_search,0,manufacturing,small,1
L-01026,2023-02-01,0.26693364893772853,2,27,5578.498104495799,outbound,0,healthcare,medium,0
L-03579,2023-02-01,0.7521382723289237,2,13,1489.7919120916265,event,0,healthcare,small,1
L-00126,2023-02-01,0.3390077406028791,6,26,6694.326721682661,event,1,healthcare,medium,1
L-01587,2023-02-01,0.4842135142800644,4,34,1950.6174932058348,organic,1,healthcare,small,0
L-03915,2023-02-01,0.5945862193028131,0,35,15420.02836279216,organic,0,healthcare,large,0
L-03758,2023-02-02,0.2396857008411215,5,28,32503.462234068276,outbound,1,retail,large,1
L-03133,2023-02-02,0.47775225535295374,1,12,4064.567238171129,referral,1,manufacturing,medium,1
L-02751,2023-02-02,0.5298006109074711,0,34,1991.0618837889172,outbound,1,retail,small,0
L-01095,2023-02-02,0.04747349743309437,4,42,3115.5398951620714,paid_search,0,healthcare,medium,0
L-01850,2023-02-02,0.42401709815696786,7,36,7055.741311606998,referral,0,saas,medium,0
L-01360,2023-02-02,0.3180641471086795,0,6,1214.8501734568842,organic,0,healthcare,small,1
L-00438,2023-02-02,0.4371280421998007,2,28,1273.1890182670436,event,1,retail,small,0
L-00430,2023-02-03,0.8281978524893359,3,2,6257.783350635753,event,1,finance,medium,1
