customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_count,total_spend,last_order,first_order,avg_order_value,days_since_last_order,lifetime_days,item_count,unique_products,unique_sellers,avg_price,review_count,avg_review_score,latest_review_score,purchase_within_60d,revenue_60d,customer_value_90d,days_to_next_purchase,as_of_date,entity_id,customer_state_code,customer_zip_prefix,category_count,review_score
8541665e9f73b628748b234cf6bb46bd,c230d0a507ccf302b339305e2acf3376,3127,sao paulo,SP,1,1058.1,2017-05-30 18:02:17,2017-05-30 18:02:17,1058.1,93,0,5.0,1.0,1.0,195.5,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,c230d0a507ccf302b339305e2acf3376,25,3127,1.0,5.0
46c6a82294d359a290ff408b11cbb643,1605a6c5d93d3488fb621c5323930795,22251,rio de janeiro,RJ,2,614.72,2017-03-21 09:21:54,2017-03-21 09:21:54,307.36,163,0,5.0,2.0,1.0,98.53999999999999,2.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,1605a6c5d93d3488fb621c5323930795,18,22251,2.0,1.0
82a5aaed30c2e07b5b0e4cb5dfcc332d,0d77d20b2c7c92602b0c4ec4fe5997af,95595,cidreira,RS,1,222.68,2017-03-04 14:55:42,2017-03-04 14:55:42,222.68,180,0,1.0,1.0,1.0,199.0,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,0d77d20b2c7c92602b0c4ec4fe5997af,22,95595,1.0,1.0
ba12c461af37457048f420e37de2abab,c68949b701afe5343ce845dd492772e8,97700,santiago,RS,1,38.95,2017-01-31 19:07:34,2017-01-31 19:07:34,38.95,212,0,1.0,1.0,1.0,22.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,c68949b701afe5343ce845dd492772e8,22,97700,1.0,5.0
65c9fdf79fdf0d4b98902fbf9617c171,28da048f094c0c9cbbc5412bcf41b6b0,29395,ibatiba,ES,1,145.6,2017-04-04 12:48:23,2017-04-04 12:48:23,145.6,149,0,1.0,1.0,1.0,129.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,28da048f094c0c9cbbc5412bcf41b6b0,7,29395,1.0,5.0
84872d1894135d15c4e51ba68ba3e8fb,3e8f3e58aafa9bb38d7b2ace611ff6af,2376,sao paulo,SP,1,35.86,2017-03-13 16:55:24,2017-03-13 16:55:24,35.86,171,0,1.0,1.0,1.0,24.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,3e8f3e58aafa9bb38d7b2ace611ff6af,25,2376,1.0,5.0
94cce5d77423fc7926d3af0d01f379ef,dc77e5e1396c807043f506f794d8fd1e,27915,macae,RJ,1,104.7,2017-02-22 13:20:42,2017-02-22 13:20:42,104.7,190,0,1.0,1.0,1.0,89.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,dc77e5e1396c807043f506f794d8fd1e,18,27915,1.0,5.0
031cd5f826be3d804771e3e3a1b21a1c,717aa48025662fcf27ddebbecc5f782b,41706,salvador,BA,1,147.17,2017-04-30 20:04:38,2017-04-30 20:04:38,147.17,123,0,1.0,1.0,1.0,119.9,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,717aa48025662fcf27ddebbecc5f782b,4,41706,1.0,4.0
75e645f4c54045f7a8d2c28dd10eb587,0ec8a2bcaa8e0b1ca282f7baf9d89513,90240,porto alegre,RS,1,63.11,2017-05-19 14:32:35,2017-05-19 14:32:35,63.11,104,0,1.0,1.0,1.0,47.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,0ec8a2bcaa8e0b1ca282f7baf9d89513,22,90240,1.0,5.0
2b3d8be4fa506df40afbeba026df7e70,9cea402fce863ec4bee5af27306e213d,36200,barbacena,MG,1,416.87,2017-04-25 07:08:25,2017-04-25 07:08:25,416.87,128,0,1.0,1.0,1.0,399.9,1.0,2.0,2.0,0,0.0,0.0,365.0,2017-09-01,9cea402fce863ec4bee5af27306e213d,10,36200,1.0,2.0
4308615296cf4ca17defd8b0d59287d8,a99021699fda65c2b84a3fb596a4c32b,76974,espigao do oeste,RO,1,54.74,2017-03-20 20:19:09,2017-03-20 20:19:09,54.74,164,0,1.0,1.0,1.0,29.9,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,a99021699fda65c2b84a3fb596a4c32b,20,76974,1.0,1.0
5bfe800011656c0afb81db64519982db,0071f46a072a9ae25bbe4438b15efe9c,16011,aracatuba,SP,1,174.54,2017-02-01 00:04:17,2017-02-01 00:04:17,174.54,211,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0,0.0,0.0,365.0,2017-09-01,0071f46a072a9ae25bbe4438b15efe9c,25,16011,0.0,3.0
287e3d0a0a8910d94375eb917fce9743,50aef30dabc7aca975dbdec85dcb848f,87025,maringa,PR,1,507.17,2017-05-24 18:43:12,2017-05-24 18:43:12,507.17,99,0,1.0,1.0,1.0,489.0,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,50aef30dabc7aca975dbdec85dcb848f,17,87025,1.0,4.0
e13b1d1fab9d212d258c2e6d0f69f6c1,8ee330dd325716db048bf014601e3fa9,39100,diamantina,MG,1,168.2,2017-05-29 22:47:27,2017-05-29 22:47:27,168.2,94,0,1.0,1.0,1.0,149.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,8ee330dd325716db048bf014601e3fa9,10,39100,1.0,5.0
60bb8e0e1f7e340af936ec2882d8ae8d,c1a56ed1e45dde68378dcbb50655ea47,27913,macae,RJ,1,42.51,2017-03-06 15:45:35,2017-03-06 15:45:35,42.51,178,0,1.0,1.0,1.0,27.99,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,c1a56ed1e45dde68378dcbb50655ea47,18,27913,1.0,5.0
038d3dd1371d364b6ae8ece9febc397b,18e3d276253780b44b5b7bf83f6785ec,11420,guaruja,SP,1,96.88,2017-05-03 13:51:09,2017-05-03 13:51:09,96.88,120,0,1.0,1.0,1.0,84.9,1.0,5.0,5.0,0,0.0,71.97,81.0,2017-09-01,18e3d276253780b44b5b7bf83f6785ec,25,11420,1.0,5.0
5d1ff54c05c7c5044718b88a49c704b8,06cb9de4265f5e18327a1e4608a1c85c,39885,crisolita,MG,1,49.1,2017-05-16 15:36:18,2017-05-16 15:36:18,49.1,107,0,1.0,1.0,1.0,34.0,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,06cb9de4265f5e18327a1e4608a1c85c,10,39885,1.0,4.0
77069f163bef4933c6efeea244b3f606,99e41e69b60bd63edd83935499523063,21616,rio de janeiro,RJ,1,48.55,2016-10-10 07:53:34,2016-10-10 07:53:34,48.55,325,0,1.0,1.0,1.0,32.99,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,99e41e69b60bd63edd83935499523063,18,21616,1.0,5.0
f6fb4ed5f9a3a545a5203054679bf2c6,c95ec87a7dc2647f779aed4452ccf819,29830,nova venecia,ES,1,155.63,2017-05-18 18:23:26,2017-05-18 18:23:26,155.63,105,0,1.0,1.0,1.0,139.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,c95ec87a7dc2647f779aed4452ccf819,7,29830,1.0,5.0
409f91c4538ee2dd4b26280baf0df01a,d8c21a391fae9a2f8f784c3c25ff5f85,74986,aparecida de goiania,GO,1,27.95,2017-03-04 11:37:26,2017-03-04 11:37:26,27.95,180,0,1.0,1.0,1.0,11.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,d8c21a391fae9a2f8f784c3c25ff5f85,8,74986,1.0,5.0
3f5939e06e89efd9e9ca8ef3ab9d68c7,6b7e1090d106aaee31d5ed12d2bbc2af,1310,sao paulo,SP,1,87.9,2017-01-29 13:42:10,2017-01-29 13:42:10,87.9,214,0,1.0,1.0,1.0,69.9,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,6b7e1090d106aaee31d5ed12d2bbc2af,25,1310,1.0,1.0
1a39f03ab9c2ad4470f8c49d97cbd6a5,6f65f19c2dcfcab8b76b2fafb5b840e1,16010,aracatuba,SP,1,169.86,2017-02-06 22:54:50,2017-02-06 22:54:50,169.86,206,0,1.0,1.0,1.0,155.0,1.0,5.0,5.0,0,0.0,0.0,202.0,2017-09-01,6f65f19c2dcfcab8b76b2fafb5b840e1,25,16010,1.0,5.0
d9b274a5a8887270550e6967327bf40a,fc0a613c6b9b23d3720b4f8878e1210d,92320,canoas,RS,1,145.11,2017-03-26 08:09:09,2017-03-26 08:09:09,145.11,158,0,1.0,1.0,1.0,129.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,fc0a613c6b9b23d3720b4f8878e1210d,22,92320,1.0,5.0
bcf86029aeed4ed8bac0e16eb14c22f5,7cd7974c9f79f75b77f323878ef87f43,11547,cubatao,SP,1,65.89,2017-04-21 22:16:56,2017-04-21 22:16:56,65.89,132,0,1.0,1.0,1.0,54.9,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,7cd7974c9f79f75b77f323878ef87f43,25,11547,1.0,1.0
17e6d37366dc8c8865588b0d1740d606,3c34090736785a45dd8cbf536ad289c4,86181,cambe,PR,1,87.9,2016-10-10 16:39:37,2016-10-10 16:39:37,87.9,325,0,1.0,1.0,1.0,72.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,3c34090736785a45dd8cbf536ad289c4,17,86181,1.0,5.0
405e4bf2d57bb2ce60e05d522d0b0631,196276c2651ca4783688aa741b72d540,35935,sao goncalo do rio abaixo,MG,1,86.22,2017-03-11 19:00:13,2017-03-11 19:00:13,86.22,173,0,1.0,1.0,1.0,69.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,196276c2651ca4783688aa741b72d540,10,35935,1.0,5.0
95556f234fd4ad5aa8872f93455430ac,3574bc798156f406b12f377bf3fdd381,37410,tres coracoes,MG,1,42.09,2017-05-05 19:53:12,2017-05-05 19:53:12,42.09,118,0,1.0,1.0,1.0,25.0,1.0,3.0,3.0,0,0.0,0.0,365.0,2017-09-01,3574bc798156f406b12f377bf3fdd381,10,37410,1.0,3.0
401f18788389eeaf3bc1fe8da020fea0,5331278432c1d2f87ce463412a344d1e,13201,jundiai,SP,1,156.03,2017-05-15 09:48:46,2017-05-15 09:48:46,156.03,108,0,1.0,1.0,1.0,140.3,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,5331278432c1d2f87ce463412a344d1e,25,13201,1.0,5.0
1ea9656f6bb4ba028d81b90a4e7d1369,ea9412f324bd34513bad100b6b6e8297,3183,sao paulo,SP,1,149.95,2017-02-03 09:01:30,2017-02-03 09:01:30,149.95,209,0,1.0,1.0,1.0,119.97,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,ea9412f324bd34513bad100b6b6e8297,25,3183,1.0,5.0
116e47f49c0558a5e9bb8eb119485e24,cf01f9dc838bee15dc892d87f879fa7d,88351,brusque,SC,1,136.57,2017-02-09 12:44:35,2017-02-09 12:44:35,136.57,203,0,1.0,1.0,1.0,119.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,cf01f9dc838bee15dc892d87f879fa7d,23,88351,1.0,5.0
cdb44232ca3c9151d9d4d20dda6c619f,e5eff1e54c132bef74c934de830a14ae,95780,montenegro,RS,1,223.66,2017-03-20 12:26:01,2017-03-20 12:26:01,223.66,164,0,1.0,1.0,1.0,179.99,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,e5eff1e54c132bef74c934de830a14ae,22,95780,1.0,4.0
5d26e3331c75b8be22b3c9e169ff0ebf,b68693bf3295ad9e895d2adce45deb7c,76630,itaberai,GO,1,52.77,2017-03-01 17:15:10,2017-03-01 17:15:10,52.77,183,0,1.0,1.0,1.0,34.99,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,b68693bf3295ad9e895d2adce45deb7c,8,76630,1.0,5.0
277bdf9feec679fbb7319191a4a8daad,92d6a6df2cf2d6e2fa89dc1d28164c98,12503,guaratingueta,SP,1,60.64,2017-03-22 14:32:54,2017-03-22 14:32:54,60.64,162,0,1.0,1.0,1.0,48.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,92d6a6df2cf2d6e2fa89dc1d28164c98,25,12503,1.0,5.0
0ccda8ca5a2e6382c05ca6321324c14b,81332bd0a95775e25469d45e070b8e65,4401,sao paulo,SP,1,81.72,2017-05-09 08:26:21,2017-05-09 08:26:21,81.72,114,0,1.0,1.0,1.0,69.99,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,81332bd0a95775e25469d45e070b8e65,25,4401,1.0,5.0
06c760a59b5508e58bb333d3bac7afc9,b7cb5cfc7e208d22aa17ef640f487d7a,14170,sertaozinho,SP,1,96.88,2017-02-13 14:20:36,2017-02-13 14:20:36,96.88,199,0,1.0,1.0,1.0,84.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,b7cb5cfc7e208d22aa17ef640f487d7a,25,14170,1.0,5.0
a1674724305cdde2e900f8f50583f764,dd8c586651f9232e473ad86cf89c143f,28999,saquarema,RJ,2,111.97,2017-04-20 13:07:05,2017-04-20 13:07:04,55.985,133,0,2.0,2.0,2.0,41.45,2.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,dd8c586651f9232e473ad86cf89c143f,18,28999,2.0,5.0
d8c7a6e8f9e10ebb4c1fd2d31ffd485b,8fd232dc0c1648e549e2811728f6076d,13160,artur nogueira,SP,1,237.62,2017-04-11 15:59:58,2017-04-11 15:59:58,237.62,142,0,2.0,1.0,1.0,89.99,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,8fd232dc0c1648e549e2811728f6076d,25,13160,1.0,4.0
60c9723c5d232b784f10940175deb500,6b3b92110c5adfe4a1334369d1ef2533,89705,concordia,SC,1,56.42,2017-03-16 16:16:02,2017-03-16 16:16:02,56.42,168,0,1.0,1.0,1.0,41.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,6b3b92110c5adfe4a1334369d1ef2533,23,89705,1.0,5.0
91f7ba105111f895086a17fe5417431c,ba58671cbf108397a73d8b85e57a4869,2302,sao paulo,SP,1,423.16,2017-02-01 13:01:36,2017-02-01 13:01:36,423.16,211,0,2.0,1.0,1.0,195.0,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,ba58671cbf108397a73d8b85e57a4869,25,2302,1.0,4.0
23451e6d4d21c9cdcfa7677e95ac53d8,95b4b60a728bff942c8bd59a43effa33,22753,rio de janeiro,RJ,1,98.21,2017-04-01 17:31:42,2017-04-01 17:31:42,98.21,152,0,1.0,1.0,1.0,79.9,1.0,3.0,3.0,0,0.0,0.0,365.0,2017-09-01,95b4b60a728bff942c8bd59a43effa33,18,22753,1.0,3.0
c09a03c98715b144a33f291d19c17741,af4a4064051073083caa2b1d8e2e6ced,35500,divinopolis,MG,1,49.42,2017-04-27 10:28:05,2017-04-27 10:28:05,49.42,126,0,1.0,1.0,1.0,34.9,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,af4a4064051073083caa2b1d8e2e6ced,10,35500,1.0,5.0
5fdc897ca5f1dfbeecfb4f55ceccd011,fa2b68fd80b323901db1473bb98ad68f,73808,formosa,GO,1,117.12,2017-04-01 21:10:08,2017-04-01 21:10:08,117.12,152,0,1.0,1.0,1.0,99.0,1.0,2.0,2.0,0,0.0,0.0,365.0,2017-09-01,fa2b68fd80b323901db1473bb98ad68f,8,73808,1.0,2.0
473e95fa97e4514de9a2fe364bf4680f,ee301c76bd2b939da9740c6f5eb280c6,24315,niteroi,RJ,1,72.78,2017-05-01 13:58:02,2017-05-01 13:58:02,72.78,122,0,1.0,1.0,1.0,58.2,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,ee301c76bd2b939da9740c6f5eb280c6,18,24315,1.0,4.0
891deeb7a50f52a5a2a5970152b3864e,b171945c68776b1434cf56b06c6e41a5,29830,nova venecia,ES,1,90.05,2017-03-16 09:28:12,2017-03-16 09:28:12,90.05,168,0,1.0,1.0,1.0,69.9,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,b171945c68776b1434cf56b06c6e41a5,7,29830,1.0,4.0
c4a111edfb69bcf3c00710ccfd23575c,c9c0c82af514e815fa47534f71113ebe,57311,arapiraca,AL,1,1003.76,2017-04-08 17:02:22,2017-04-08 17:02:22,1003.76,145,0,1.0,1.0,1.0,975.0,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,c9c0c82af514e815fa47534f71113ebe,1,57311,1.0,1.0
7eab558047c9de47137ad379d5daa36b,2cc0f5affc2ccbdacbbc6c5e88f5f059,81540,curitiba,PR,1,325.12,2017-05-19 21:14:49,2017-05-19 21:14:49,325.12,104,0,1.0,1.0,1.0,210.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,2cc0f5affc2ccbdacbbc6c5e88f5f059,17,81540,1.0,5.0
891df15998426e9d609b7f363a555ce4,4dbc9e60ee79f8547f8a3fe7f3d02fd1,29820,agua doce do norte,ES,1,114.9,2017-04-05 22:47:02,2017-04-05 22:47:02,114.9,148,0,1.0,1.0,1.0,99.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,4dbc9e60ee79f8547f8a3fe7f3d02fd1,7,29820,1.0,5.0
110b52a6ad38588a501ea02fc1156d69,a2c403630a8ed427bb5d0b3d0f170f68,39900,almenara,MG,1,187.83,2017-05-02 15:33:23,2017-05-02 15:33:23,187.83,121,0,1.0,1.0,1.0,169.9,1.0,1.0,1.0,0,0.0,0.0,365.0,2017-09-01,a2c403630a8ed427bb5d0b3d0f170f68,10,39900,1.0,1.0
12535a12a38599a1966032a195704ce0,fd44c522241326d803458027362ebca9,28051,campos dos goytacazes,RJ,1,100.31,2017-03-20 22:57:53,2017-03-20 22:57:53,100.31,164,0,1.0,1.0,1.0,82.99,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,fd44c522241326d803458027362ebca9,18,28051,1.0,5.0
72a483bdbb579a8b5c64ccf2dad900f8,4dbafcb931c678dd5ba9a20ed4f01f7f,17512,marilia,SP,1,69.77,2017-03-26 22:00:58,2017-03-26 22:00:58,69.77,158,0,1.0,1.0,1.0,58.75,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,4dbafcb931c678dd5ba9a20ed4f01f7f,25,17512,1.0,5.0
ecd0cc4b88a538583a63d8bfa1d17a74,3f31485edb88c756d5163cdcea80d7ed,78540,claudia,MT,1,96.54,2017-04-18 15:09:35,2017-04-18 15:09:35,96.54,135,0,2.0,1.0,1.0,25.99,1.0,4.0,4.0,0,0.0,0.0,365.0,2017-09-01,3f31485edb88c756d5163cdcea80d7ed,12,78540,1.0,4.0
d494b02fb3835e2d398d44ea7f275bce,e1a5b21153987479299c92d5c8b1ee1a,88045,florianopolis,SC,1,46.11,2017-03-27 21:24:30,2017-03-27 21:24:30,46.11,157,0,1.0,1.0,1.0,32.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,e1a5b21153987479299c92d5c8b1ee1a,23,88045,1.0,5.0
6586420cfcd5cde6e764b531b51063f2,a3bf83b50f90eb382d63942a93addf69,36800,carangola,MG,1,107.04,2017-04-02 13:35:00,2017-04-02 13:35:00,107.04,151,0,2.0,1.0,1.0,39.0,1.0,5.0,5.0,0,0.0,0.0,365.0,2017-09-01,a3bf83b50f90eb382d63942a93addf69,10,36800,1.0,5.0
