entity_id,as_of_date,channel,past_response_rate,prior_response_count,days_since_last_campaign,customer_segment,responded
M-02201,2023-01-04,email,0.5767534774534626,0,75,new,1
M-03398,2023-01-04,sms,0.3328563795518638,2,104,standard,1
M-01174,2023-01-04,email,0.13962716784951254,2,60,new,0
M-01531,2023-01-04,email,0.3446246756169921,0,88,standard,1
M-03724,2023-01-04,push,0.3983604000269658,3,18,high_value,1
M-01806,2023-01-04,push,0.04074480918597317,0,100,high_value,1
M-02442,2023-01-04,email,0.1505952571686299,2,15,standard,1
M-01681,2023-01-05,email,0.14239116904308216,0,110,new,1
M-00789,2023-01-05,email,0.2343725127185127,2,5,high_value,1
M-03903,2023-01-05,email,0.13687403970599119,3,34,at_risk,1
M-00800,2023-01-05,email,0.4400637149232444,2,58,high_value,1
M-01762,2023-01-05,sms,0.5339423741601305,2,113,standard,0
M-03798,2023-01-05,email,0.113364371563453,2,82,standard,1
M-03821,2023-01-05,push,0.3114752257179596,2,77,standard,1
M-01069,2023-01-05,sms,0.27386856248121916,0,70,high_value,0
M-00838,2023-01-06,push,0.47440978509061443,1,66,at_risk,1
M-03102,2023-01-06,email,0.053280359825654024,2,93,standard,1
M-01120,2023-01-06,push,0.32195460386895286,0,111,high_value,0
M-01037,2023-01-06,sms,0.16285721054591248,0,12,at_risk,0
M-00409,2023-01-06,push,0.10972810800673151,3,94,standard,0
M-02974,2023-01-07,sms,0.2811229406781638,0,10,standard,0
M-00888,2023-01-07,email,0.11345022765462655,4,51,standard,1
M-03135,2023-01-07,email,0.042806188108289824,2,97,standard,1
M-03504,2023-01-07,email,0.21520297244810996,0,26,high_value,1
M-01623,2023-01-07,email,0.14286011562723525,1,19,standard,0
M-01593,2023-01-08,email,0.49219677602963435,2,97,new,1
M-00414,2023-01-08,email,0.181913249490653,1,57,standard,0
M-01651,2023-01-08,push,0.28724712272280173,3,112,standard,1
M-01365,2023-01-08,push,0.4698686149474643,1,107,high_value,1
M-00232,2023-01-08,sms,0.18423098794235368,3,43,high_value,0
M-00477,2023-01-08,sms,0.3151424066735618,0,15,at_risk,0
M-03857,2023-01-08,email,0.15431854593372776,2,13,at_risk,1
M-03897,2023-01-08,sms,0.4847637489660958,0,57,standard,1
M-02089,2023-01-08,sms,0.11484735285645413,1,28,standard,0
M-03787,2023-01-09,sms,0.5328133533302931,2,14,standard,1
M-00368,2023-01-09,push,0.34381089671640375,1,51,high_value,1
M-03803,2023-01-09,push,0.0654295272131455,0,41,new,0
M-01166,2023-01-09,email,0.13448119075025602,2,74,standard,0
M-02170,2023-01-09,push,0.1548793416078528,1,38,at_risk,0
M-03804,2023-01-09,direct_mail,0.21539962530920437,0,21,new,0
M-01528,2023-01-09,sms,0.21366075456692285,2,18,high_value,0
M-00299,2023-01-09,email,0.28925690953217076,0,93,new,0
M-00539,2023-01-09,email,0.09510500113221562,3,51,new,1
M-03946,2023-01-10,push,0.3035420570377035,0,114,new,0
M-00169,2023-01-10,sms,0.28573474114624015,0,25,standard,1
M-02137,2023-01-10,push,0.177550270632701,2,80,standard,1
M-01782,2023-01-10,push,0.203692877699615,2,12,at_risk,1
M-02260,2023-01-10,direct_mail,0.4817024639999942,0,75,standard,1
M-00820,2023-01-10,email,0.58777575278609,0,105,new,1
M-03441,2023-01-10,push,0.35844495808127574,1,71,standard,1
M-00271,2023-01-10,email,0.17269841212193834,0,16,standard,1
M-02711,2023-01-10,sms,0.23140743743584474,1,58,new,0
M-00453,2023-01-10,sms,0.23378672897871794,5,90,standard,1
M-01743,2023-01-10,email,0.11110941769253344,0,54,standard,1
M-03118,2023-01-10,email,0.24638314545829826,1,40,standard,1
M-03308,2023-01-10,email,0.09355167564157496,1,115,standard,0
M-01179,2023-01-10,push,0.20076809354775726,1,56,at_risk,0
M-00428,2023-01-11,direct_mail,0.019830025344645383,0,5,high_value,0
M-03996,2023-01-11,push,0.06461284393398883,2,62,standard,1
M-02468,2023-01-11,sms,0.25775629776453557,3,76,standard,1
M-02409,2023-01-11,sms,0.25591956215116474,2,89,at_risk,1
M-01398,2023-01-11,sms,0.44855646909179114,2,104,standard,1
M-02328,2023-01-11,direct_mail,0.5114387435739747,1,56,at_risk,0
M-02222,2023-01-11,sms,0.3030935084552029,1,103,standard,1
M-03485,2023-01-11,email,0.36128684550439644,1,28,at_risk,1
M-02635,2023-01-11,direct_mail,0.2544394441213805,0,15,at_risk,1
M-01299,2023-01-12,direct_mail,0.4508279716986138,2,59,at_risk,1
M-01492,2023-01-12,push,0.32698861573663035,2,14,at_risk,0
M-00829,2023-01-12,push,0.29243838283568613,0,64,at_risk,1
M-01589,2023-01-12,sms,0.19918095044329873,0,3,standard,1
M-00384,2023-01-13,push,0.4429156500963341,3,115,at_risk,1
M-01943,2023-01-13,email,0.22112013535082292,2,18,standard,0
M-02950,2023-01-13,email,0.3339218149172397,3,83,new,1
M-03681,2023-01-13,sms,0.5413239436335465,0,50,standard,0
M-03457,2023-01-13,direct_mail,0.28173175982849,1,53,new,0
M-02498,2023-01-13,direct_mail,0.3329106405438167,0,109,standard,1
M-02558,2023-01-13,sms,0.41075794614571876,0,74,new,0
M-01535,2023-01-13,push,0.11205672461153944,1,92,standard,0
M-03536,2023-01-13,email,0.40430936587042776,0,15,standard,0
M-01868,2023-01-13,push,0.07816855115561164,3,27,standard,0
M-00137,2023-01-13,push,0.16323145150466498,4,30,standard,1
M-00786,2023-01-13,push,0.19243561530079764,2,22,high_value,0
M-02262,2023-01-13,email,0.43809458382008293,0,117,standard,1
M-00146,2023-01-14,sms,0.09560479500855211,2,106,standard,1
M-02321,2023-01-14,email,0.3918457751923172,1,35,standard,1
M-00843,2023-01-15,push,0.13850913699200088,0,82,standard,1
M-03319,2023-01-15,sms,0.164634709777495,0,100,standard,1
M-01908,2023-01-15,sms,0.2819178506214718,1,119,standard,1
M-00662,2023-01-15,email,0.2238883104353132,0,82,at_risk,0
M-02763,2023-01-15,email,0.16125209338404195,1,73,high_value,1
M-03544,2023-01-15,direct_mail,0.4051961191304988,4,11,standard,0
M-03632,2023-01-15,push,0.4861715477134807,1,26,new,1
M-02865,2023-01-15,email,0.360446553215484,1,105,standard,1
M-00327,2023-01-15,email,0.34189015551057156,1,55,standard,1
M-00969,2023-01-15,push,0.45631083629492003,0,28,at_risk,1
M-01445,2023-01-15,sms,0.18456007264680818,3,83,standard,0
M-01682,2023-01-15,email,0.27777233112064104,3,94,standard,1
M-01265,2023-01-15,email,0.34447563167268763,2,64,standard,1
M-00116,2023-01-15,email,0.4404046478487442,1,29,at_risk,0
M-03754,2023-01-16,email,0.5807312061002435,1,41,standard,0
M-02202,2023-01-16,direct_mail,0.19516379601805595,1,59,standard,0
M-03239,2023-01-16,sms,0.3747389156488868,1,28,standard,0
M-02629,2023-01-16,push,0.24937905573579142,3,43,new,0
M-02037,2023-01-17,email,0.15745982302907727,1,32,at_risk,0
M-01451,2023-01-17,push,0.30679404714419345,3,31,new,1
M-00901,2023-01-17,email,0.21779760335858628,3,20,standard,0
M-00249,2023-01-17,push,0.32559684849803006,1,109,standard,1
M-02727,2023-01-17,email,0.5480493313173603,0,29,new,0
M-02771,2023-01-17,sms,0.21288253465278492,3,101,standard,0
M-02880,2023-01-17,push,0.1596262024549514,2,104,standard,1
M-01018,2023-01-17,email,0.3571529591344734,3,92,standard,1
M-01098,2023-01-17,email,0.2592399565455306,1,5,standard,0
M-01239,2023-01-17,sms,0.0720197041260592,3,119,at_risk,0
M-00869,2023-01-17,sms,0.11443792158328557,0,102,standard,0
M-00561,2023-01-18,push,0.1908807873967115,2,71,standard,0
M-00055,2023-01-18,sms,0.19077978664574907,1,97,standard,1
M-02521,2023-01-18,push,0.21500438179371095,1,35,standard,0
M-00396,2023-01-18,email,0.12927425933665798,2,13,high_value,0
M-00351,2023-01-18,direct_mail,0.2527553252446449,3,118,at_risk,0
M-03879,2023-01-18,email,0.4586004749047173,0,61,standard,1
M-02370,2023-01-18,email,0.6403725004570147,3,39,standard,1
M-01870,2023-01-18,push,0.14303663327419844,1,82,standard,0
M-02338,2023-01-18,sms,0.7396797112388273,1,102,new,1
M-00816,2023-01-18,push,0.38030198104571816,1,26,high_value,0
M-01109,2023-01-18,push,0.08548463593126393,2,28,standard,0
M-00810,2023-01-18,email,0.2645044431898606,2,79,standard,0
M-03851,2023-01-19,push,0.5800747842720089,1,61,at_risk,1
M-01525,2023-01-19,sms,0.39479409831862283,2,79,standard,0
M-03362,2023-01-19,sms,0.1346814437294502,0,114,high_value,1
M-03012,2023-01-19,push,0.42858451392396985,0,83,standard,0
M-02779,2023-01-19,direct_mail,0.26967699610944806,1,37,high_value,1
M-03870,2023-01-19,email,0.6107928408964117,2,107,standard,1
M-01780,2023-01-19,push,0.35479848272960074,3,34,standard,0
M-01805,2023-01-19,sms,0.1260562137348803,1,91,high_value,0
M-01517,2023-01-20,email,0.04594135924425566,1,78,standard,0
M-01462,2023-01-20,email,0.5003193353390223,3,39,standard,1
M-02883,2023-01-20,sms,0.2676446349208155,1,71,standard,0
M-01269,2023-01-20,direct_mail,0.1479300433786724,1,8,high_value,0
M-01285,2023-01-20,push,0.060988598222261436,0,46,standard,1
M-02411,2023-01-20,sms,0.09086485960618507,2,25,new,0
M-00573,2023-01-20,sms,0.3147018495444985,0,109,at_risk,1
M-00583,2023-01-21,email,0.29970003305480203,0,17,standard,0
M-02971,2023-01-21,email,0.09194210690677475,0,75,standard,0
M-01463,2023-01-21,push,0.3689357865525092,4,91,standard,1
M-03463,2023-01-21,push,0.5925353433343444,2,2,standard,1
M-02277,2023-01-21,push,0.5326283845489591,0,25,at_risk,0
M-03337,2023-01-21,email,0.13725097738744998,3,5,standard,0
M-00698,2023-01-21,sms,0.18112436138148047,2,114,standard,0
M-01452,2023-01-21,push,0.5642370024556095,1,89,at_risk,1
M-02504,2023-01-21,email,0.03616487999657692,2,114,new,0
M-00847,2023-01-21,email,0.2803009010771648,2,62,standard,0
M-01641,2023-01-21,email,0.332316147898867,4,31,high_value,1
M-01975,2023-01-21,sms,0.14883937426044813,1,6,new,0
M-01652,2023-01-21,push,0.11718721950182172,3,28,standard,1
M-03616,2023-01-21,push,0.12805634562619828,2,34,high_value,0
M-00897,2023-01-22,push,0.3358111999222186,3,59,standard,1
M-01982,2023-01-22,email,0.13835708814309497,3,72,high_value,1
M-00545,2023-01-22,email,0.02254082233451465,3,25,high_value,0
M-00886,2023-01-22,sms,0.45389777929401903,3,23,standard,1
M-02617,2023-01-22,email,0.24448599021257567,4,39,standard,1
M-02313,2023-01-22,email,0.042807297920397315,1,74,standard,0
M-03799,2023-01-22,push,0.3213263938888262,0,25,standard,1
M-01978,2023-01-23,direct_mail,0.5706100154358968,1,3,at_risk,0
M-00857,2023-01-23,email,0.14586092297132802,0,79,new,0
M-02487,2023-01-23,sms,0.18756953675165633,1,93,high_value,1
M-01020,2023-01-23,direct_mail,0.29424360162069874,4,93,new,1
M-01266,2023-01-23,sms,0.04220501217882686,1,111,standard,1
M-03780,2023-01-23,direct_mail,0.04934876325118024,1,77,high_value,0
M-03356,2023-01-23,push,0.3181813509867019,2,96,standard,0
M-01800,2023-01-23,email,0.15009074211235976,0,51,high_value,0
M-01025,2023-01-23,sms,0.20310383578809116,3,72,standard,1
M-00541,2023-01-23,push,0.38043225580509826,0,70,new,0
M-03451,2023-01-23,email,0.14778064234613006,1,94,new,0
M-02656,2023-01-24,push,0.3036749655879709,3,66,standard,1
M-01135,2023-01-24,push,0.22041040216002633,1,58,standard,0
M-02787,2023-01-24,sms,0.1903061825136388,0,7,standard,0
M-02459,2023-01-24,email,0.22343200049306103,1,29,standard,1
M-03112,2023-01-24,sms,0.4305249248680271,2,117,high_value,0
M-00149,2023-01-24,sms,0.25695016486236677,1,55,standard,0
M-03508,2023-01-24,sms,0.015372481964952446,3,47,standard,0
M-03183,2023-01-24,push,0.12343263445587441,1,68,high_value,0
M-03188,2023-01-24,push,0.13383112617256587,4,80,standard,0
M-01614,2023-01-25,push,0.3037350001890127,3,111,high_value,1
M-03500,2023-01-25,email,0.22369983907143356,0,84,at_risk,1
M-01888,2023-01-25,direct_mail,0.46774841460299427,2,52,high_value,1
M-03918,2023-01-25,sms,0.21406741896170456,1,83,at_risk,0
M-01350,2023-01-25,email,0.1317426906468964,1,73,standard,0
M-02372,2023-01-25,sms,0.5233640004502754,0,23,new,0
M-01410,2023-01-25,sms,0.5235148855029523,1,40,standard,1
M-02524,2023-01-25,sms,0.2900090848344059,0,23,new,1
M-01469,2023-01-25,email,0.10844207930200198,0,13,high_value,0
M-03532,2023-01-25,sms,0.5208003443680052,1,13,high_value,1
M-02981,2023-01-25,email,0.26243848456444735,0,94,high_value,1
M-02001,2023-01-25,sms,0.40487032845202103,2,13,new,0
M-00618,2023-01-25,push,0.2206808907355486,0,51,high_value,0
M-00278,2023-01-26,sms,0.48511327930512677,0,13,standard,1
M-03797,2023-01-26,email,0.3959958649613249,0,105,standard,1
M-00035,2023-01-26,email,0.2082570876853531,1,21,standard,0
M-02887,2023-01-26,direct_mail,0.26802681269974854,2,67,at_risk,1
M-02803,2023-01-26,sms,0.23312733514402306,0,23,standard,0
M-02128,2023-01-26,email,0.46799288204758155,0,42,standard,1
M-00517,2023-01-27,sms,0.07395812247236734,1,3,high_value,0
M-02710,2023-01-27,sms,0.04015243175224375,0,106,new,0
M-02439,2023-01-27,email,0.3287920664150179,1,109,new,1
M-01361,2023-01-27,email,0.2755945352301895,0,45,standard,1
M-01455,2023-01-27,sms,0.5077073977678382,1,39,standard,1
M-01034,2023-01-27,sms,0.3305956731964709,1,78,new,1
M-03916,2023-01-27,sms,0.4505514016807388,1,80,high_value,1
M-02963,2023-01-27,push,0.15636620977292054,0,93,standard,0
M-02330,2023-01-27,sms,0.5580200795609308,1,85,at_risk,1
M-00044,2023-01-28,push,0.2802718203379147,2,22,new,1
M-03069,2023-01-28,email,0.2723472500133265,1,73,standard,0
M-02794,2023-01-28,direct_mail,0.2685862913040981,0,95,standard,1
M-01768,2023-01-28,sms,0.1028693428997993,2,72,high_value,1
M-02311,2023-01-28,email,0.06339196481536637,2,49,high_value,1
M-03560,2023-01-28,sms,0.25621326746119893,0,64,new,0
M-03154,2023-01-28,email,0.27167825948671953,4,63,standard,1
M-02231,2023-01-28,direct_mail,0.4599008294032237,0,63,new,0
M-02704,2023-01-28,email,0.23855531449644435,0,48,standard,0
M-00386,2023-01-28,email,0.30534933295205074,0,39,new,0
M-03651,2023-01-29,email,0.2695715276674051,2,79,standard,1
M-03276,2023-01-29,push,0.2693787471621945,4,49,standard,1
M-03987,2023-01-29,sms,0.14372643529995946,2,16,at_risk,0
M-03410,2023-01-29,email,0.11663624230136924,4,7,high_value,0
M-01021,2023-01-29,email,0.7279274727337194,2,109,high_value,1
M-00898,2023-01-29,direct_mail,0.36224494414215164,1,3,standard,1
M-03334,2023-01-29,email,0.2721835805372247,1,85,high_value,1
M-00658,2023-01-29,email,0.06367895796386408,4,4,standard,1
M-02590,2023-01-29,push,0.40728863818445166,0,52,new,0
M-01952,2023-01-29,sms,0.05473598925461197,2,79,high_value,1
M-03815,2023-01-29,email,0.043496058780545806,2,64,at_risk,0
M-03531,2023-01-29,push,0.4439225345115596,1,99,standard,1
M-01833,2023-01-29,direct_mail,0.24963276640369605,1,16,standard,0
M-03535,2023-01-30,push,0.5157043777142918,0,36,standard,1
M-01910,2023-01-30,sms,0.31082755444579824,0,89,standard,0
M-02024,2023-01-30,sms,0.05499954257322737,1,48,high_value,1
M-01214,2023-01-30,push,0.1762986020473837,1,27,standard,0
M-03613,2023-01-30,sms,0.40282552794820875,2,44,standard,0
M-01252,2023-01-30,email,0.26443438166241723,2,98,new,1
M-00068,2023-01-31,push,0.14429307905995137,1,81,standard,1
M-02668,2023-01-31,email,0.08197263772814178,2,40,standard,0
M-02855,2023-01-31,push,0.2854023625482065,1,82,standard,1
M-01054,2023-01-31,sms,0.5006207047650334,4,52,standard,1
M-03931,2023-01-31,email,0.21461058016865525,2,74,standard,1
M-00216,2023-02-01,email,0.12998187641051404,2,38,standard,1
M-01570,2023-02-01,email,0.08173359473497784,0,58,standard,0
M-02478,2023-02-01,email,0.41440707997734366,1,33,standard,1
M-01026,2023-02-01,direct_mail,0.17742168707035763,0,10,standard,1
M-03579,2023-02-01,sms,0.3659522982549288,1,97,standard,1
M-00126,2023-02-01,email,0.4170536745549864,1,40,standard,1
M-01587,2023-02-01,sms,0.1473731414965748,1,8,standard,0
M-03915,2023-02-01,email,0.28019735517191025,2,89,high_value,0
M-03758,2023-02-02,sms,0.35373514784590204,1,38,standard,0
M-03133,2023-02-02,sms,0.5314093068599576,0,97,standard,1
M-02751,2023-02-02,push,0.28857049284138314,0,49,standard,0
M-01095,2023-02-02,push,0.05597600425839914,0,1,standard,1
M-01850,2023-02-02,sms,0.25517767663050234,1,34,new,1
M-01360,2023-02-02,direct_mail,0.6066298001609597,1,19,standard,0
M-00438,2023-02-02,email,0.36810776559971226,0,101,standard,1
M-00430,2023-02-03,direct_mail,0.3992984099604405,0,116,standard,1
M-01121,2023-02-03,email,0.2466396899430787,1,32,standard,0
M-03886,2023-02-03,direct_mail,0.45137288622878347,1,105,at_risk,1
M-00279,2023-02-03,sms,0.037388310420621684,0,104,new,1
M-01327,2023-02-03,sms,0.2727166141635703,1,10,standard,0
M-00245,2023-02-03,email,0.48934421929067307,0,111,new,1
M-00677,2023-02-03,push,0.27269932909063416,3,73,high_value,0
M-01255,2023-02-03,push,0.5566208702969193,1,104,standard,0
M-02634,2023-02-03,push,0.32367073135191493,1,25,high_value,1
M-03638,2023-02-03,push,0.13686602023857267,2,105,standard,0
M-00006,2023-02-04,sms,0.4008812319407861,1,86,standard,0
M-03542,2023-02-04,email,0.10625430164987677,4,48,high_value,0
M-03619,2023-02-04,sms,0.21013687156652625,3,55,standard,0
M-00880,2023-02-04,push,0.18531866095785812,1,102,standard,0
M-02864,2023-02-04,push,0.1844177212083073,0,67,standard,0
M-03280,2023-02-04,sms,0.4025826053128114,2,77,standard,1
M-03320,2023-02-04,sms,0.06766716696449279,3,7,standard,1
M-02528,2023-02-04,email,0.02479567500490236,2,42,new,0
M-02365,2023-02-04,email,0.17419915244869483,0,95,new,0
M-00752,2023-02-04,email,0.37243554546813606,0,72,new,1
M-02316,2023-02-04,sms,0.25745245553244844,0,26,new,1
M-02853,2023-02-05,email,0.09159116969506478,2,106,new,1
M-01542,2023-02-05,direct_mail,0.23591522033677492,1,25,standard,0
M-01720,2023-02-05,sms,0.755812198771237,3,69,at_risk,1
M-00727,2023-02-05,email,0.05133566785256825,1,55,standard,0
M-01530,2023-02-05,email,0.05688000040341697,2,108,at_risk,0
M-01808,2023-02-05,push,0.1815549304329935,3,38,standard,0
M-01930,2023-02-05,email,0.337353836323143,1,62,standard,1
M-00000,2023-02-05,sms,0.20824653001856433,1,29,new,1
M-03981,2023-02-05,email,0.5379124978304505,0,12,high_value,1
M-03247,2023-02-05,email,0.16968986046433737,0,113,standard,0
M-03534,2023-02-05,push,0.540771632585474,2,9,standard,1
M-00195,2023-02-05,push,0.5975430297910329,3,69,standard,1
M-02911,2023-02-06,push,0.12659903072608822,1,36,standard,0
M-00909,2023-02-06,push,0.19559954318434625,0,39,standard,1
M-00032,2023-02-06,email,0.07377990566733635,2,19,new,1
M-00825,2023-02-06,push,0.4314688799679405,0,25,high_value,1
M-00358,2023-02-06,direct_mail,0.16650136031077942,2,46,standard,1
M-00171,2023-02-06,push,0.2879054378265683,4,8,standard,1
M-03527,2023-02-06,push,0.09912326733633839,1,13,standard,1
M-02032,2023-02-06,sms,0.2634275447984425,2,64,standard,0
M-02081,2023-02-06,sms,0.2800405738981606,2,7,new,0
M-00694,2023-02-06,sms,0.3285257313076708,1,19,new,1
M-00132,2023-02-06,push,0.31182146239156194,0,59,at_risk,0
M-01632,2023-02-06,sms,0.1427963533264907,0,23,high_value,1
M-00009,2023-02-07,email,0.2590492560428457,3,21,standard,0
M-02339,2023-02-07,email,0.4478501561025733,1,56,high_value,1
M-02815,2023-02-07,push,0.38734048871242943,0,73,standard,0
M-02593,2023-02-07,email,0.5172299695983428,1,119,at_risk,1
M-00580,2023-02-07,email,0.43255229555479274,3,31,standard,1
M-01689,2023-02-07,email,0.23929477634621965,0,76,new,0
M-00242,2023-02-07,sms,0.1598899301665868,2,12,standard,0
M-00375,2023-02-07,push,0.43256524539044344,1,27,standard,1
M-00950,2023-02-07,sms,0.22790327069427474,1,96,at_risk,0
M-03413,2023-02-07,sms,0.07778457974051652,0,7,at_risk,0
M-01841,2023-02-08,email,0.12567216643161522,2,7,new,0
M-02452,2023-02-08,email,0.17463163905941742,0,103,standard,1
M-00217,2023-02-08,email,0.5097282352951064,4,64,at_risk,1
M-03418,2023-02-08,push,0.05233894735390443,3,33,standard,0
M-00976,2023-02-08,push,0.1085843377468173,2,56,standard,1
M-02305,2023-02-08,direct_mail,0.13278384234170149,2,81,new,0
M-03671,2023-02-08,email,0.10880762827607744,1,17,standard,0
M-02741,2023-02-08,email,0.16038092280716015,0,42,standard,0
M-00673,2023-02-08,push,0.2007513032720592,0,34,at_risk,0
M-02265,2023-02-08,direct_mail,0.16428678979283332,2,1,standard,0
M-00699,2023-02-08,direct_mail,0.0866338880377556,2,64,standard,0
M-00790,2023-02-08,sms,0.42130844945745566,2,74,standard,0
M-03974,2023-02-08,sms,0.2580822991065159,2,81,at_risk,0
M-00086,2023-02-08,push,0.3713084087408162,2,87,standard,1
M-02956,2023-02-09,email,0.25002190814403163,0,77,standard,0
M-03283,2023-02-09,sms,0.44613405897756003,0,74,standard,1
M-01787,2023-02-09,sms,0.5748492044415168,0,86,standard,0
M-01737,2023-02-09,email,0.19868865863755486,1,45,at_risk,0
M-03342,2023-02-09,push,0.5909308987147817,0,30,standard,0
M-02501,2023-02-09,sms,0.3604308653273743,1,39,standard,1
M-00587,2023-02-09,email,0.30853011055227364,2,72,new,1
M-02471,2023-02-09,sms,0.5472173189803089,0,30,at_risk,1
M-03034,2023-02-09,sms,0.47589569235351364,1,29,standard,0
M-02320,2023-02-09,email,0.09772318268500604,0,92,standard,1
M-00890,2023-02-09,sms,0.520366853660453,2,73,at_risk,1
M-03958,2023-02-09,email,0.20690350615088623,1,63,standard,0
M-01435,2023-02-10,email,0.3159842234014885,0,40,standard,0
M-01288,2023-02-10,push,0.3025375980986328,1,20,standard,0
M-01879,2023-02-10,email,0.21653773075981836,0,112,at_risk,0
M-02681,2023-02-10,email,0.06619100439670796,0,51,standard,0
M-00579,2023-02-10,push,0.12697992781805995,1,74,standard,0
M-01358,2023-02-11,email,0.31989679010542976,0,51,standard,1
M-03806,2023-02-11,email,0.2891461986813991,1,59,high_value,1
M-02474,2023-02-11,email,0.40018529276753484,1,81,new,0
M-02622,2023-02-11,sms,0.4367366523052197,1,13,standard,0
M-00257,2023-02-11,direct_mail,0.3588261792193613,1,19,at_risk,0
M-03871,2023-02-11,email,0.394313386661921,1,110,high_value,1
M-02614,2023-02-11,sms,0.46060272630464016,0,106,at_risk,1
M-01449,2023-02-11,email,0.10997326792476274,0,67,standard,1
M-01165,2023-02-11,email,0.15004485715618757,2,85,standard,1
M-02555,2023-02-11,push,0.08848799223602144,0,91,standard,1
M-03496,2023-02-11,email,0.5494748960160942,2,51,standard,1
M-03782,2023-02-11,push,0.24303506583623835,1,104,new,1
M-02422,2023-02-11,sms,0.17515669625196945,1,111,standard,0
M-02514,2023-02-11,direct_mail,0.08953250121148748,0,72,at_risk,0
M-01729,2023-02-11,push,0.1496338168956073,0,59,standard,1
M-03852,2023-02-11,push,0.3130167329789508,2,112,at_risk,1
M-00170,2023-02-12,push,0.3499528938002134,1,106,high_value,1
M-01226,2023-02-12,email,0.2732427727121851,1,60,standard,1
M-00582,2023-02-12,email,0.27630375255798767,1,12,standard,0
M-02176,2023-02-12,push,0.20290691602123334,2,101,standard,0
M-00515,2023-02-12,sms,0.18305382661385278,2,82,standard,0
M-02503,2023-02-12,push,0.28522550660632956,0,58,standard,1
M-03352,2023-02-12,email,0.1063972488545944,0,24,standard,0
M-01826,2023-02-12,email,0.5513359506408874,1,75,high_value,1
M-02945,2023-02-12,email,0.16234919219463478,2,45,high_value,1
M-00459,2023-02-12,email,0.3317653121571396,0,21,standard,0
M-02264,2023-02-12,push,0.10982237665318578,1,25,high_value,1
M-00817,2023-02-12,sms,0.03392351769310721,4,71,at_risk,0
M-03686,2023-02-12,sms,0.2718294165961068,3,47,standard,1
M-01854,2023-02-12,push,0.10718207884031851,2,84,high_value,0
M-01271,2023-02-13,sms,0.5409321130872642,0,22,standard,1
M-03076,2023-02-13,email,0.32528936838010036,1,41,standard,1
M-00309,2023-02-13,email,0.27016215700040347,0,105,new,1
M-03726,2023-02-13,email,0.28187680729427733,5,40,standard,1
M-03490,2023-02-13,push,0.2882231467260357,1,19,standard,1
M-03149,2023-02-13,email,0.2862281732536713,0,54,high_value,0
M-00321,2023-02-13,push,0.27130127822489036,1,100,at_risk,0
M-00479,2023-02-13,sms,0.19818434827239964,0,87,at_risk,1
M-01815,2023-02-14,email,0.17659177096567674,2,18,standard,1
M-01537,2023-02-14,push,0.08509023599469029,2,5,new,0
M-02910,2023-02-14,email,0.13222162081554603,1,114,standard,1
M-00807,2023-02-14,push,0.2227059817825179,5,96,high_value,1
M-01866,2023-02-14,sms,0.1795316268292681,0,38,standard,0
M-02243,2023-02-14,direct_mail,0.23132182100690504,1,28,standard,0
