entity_id,as_of_date,tenure_days,usage_score,product_breadth,support_ticket_count,last_purchase_days_ago,current_spend,tenure_band,upsell_converted
U-02411,2023-01-20,850,0.7585541942145848,8,1,91,680.8280727507491,veteran,1
U-00573,2023-01-20,1779,0.3641947095058605,4,1,74,852.0559604264954,veteran,1
U-00583,2023-01-21,1425,0.9812622507439888,9,1,27,329.87407384182757,veteran,0
U-02971,2023-01-21,1506,0.36156992984263436,3,2,44,394.91546446163585,veteran,0
U-01463,2023-01-21,618,0.7399435631818133,5,2,140,457.2908507679723,established,1
U-03463,2023-01-21,1816,0.9062157365473852,4,1,81,805.5436203237695,veteran,0
U-02277,2023-01-21,1560,0.6564171236607336,3,1,97,710.8444750055951,veteran,1
U-03337,2023-01-21,778,0.48825189028129945,9,1,138,234.16676544354337,veteran,0
U-00698,2023-01-21,622,0.5249103799549136,1,2,108,187.70388094258976,established,0
U-01452,2023-01-21,1690,0.747505887763953,8,2,130,906.5111684377958,veteran,1
U-02504,2023-01-21,844,0.7729953951013782,6,2,90,545.4559120979548,veteran,1
U-00847,2023-01-21,220,0.6559154619738806,9,2,9,284.7454906629109,established,0
U-01641,2023-01-21,596,0.7969713919154653,4,0,36,2759.011982152837,established,1
U-01975,2023-01-21,1111,0.22102219394416822,9,3,140,313.4807861491834,veteran,0
U-01652,2023-01-21,142,0.5907737486375348,1,0,61,383.715615553239,new,1
U-03616,2023-01-21,1245,0.2937802917650709,1,3,50,1190.9318860829571,veteran,1
U-00897,2023-01-22,1178,0.5063740694865626,1,2,45,1322.7679120650475,veteran,1
U-01982,2023-01-22,1858,0.8273926622355084,9,3,28,865.6674257367209,veteran,1
U-00545,2023-01-22,1516,0.2748770766250189,9,0,94,416.4516042019254,veteran,0
U-00886,2023-01-22,1391,0.1090543064824313,5,1,165,707.0153137994556,veteran,0
U-02617,2023-01-22,1211,0.8516495023344659,4,3,6,869.9826552294991,veteran,1
U-02313,2023-01-22,168,0.1526936934997769,5,1,142,454.62319812279986,new,0
U-03799,2023-01-22,408,0.2711367178927484,9,1,148,532.7361161833035,established,0
U-01978,2023-01-23,435,0.16027248018309148,2,1,129,925.860084839221,established,0
U-00857,2023-01-23,1274,0.6302354949729884,9,2,148,593.9819714887494,veteran,1
U-02487,2023-01-23,620,0.6590592328025533,3,3,97,598.542515188833,established,0
U-01020,2023-01-23,1764,0.9194733085100913,3,2,70,542.0758988783269,veteran,0
U-01266,2023-01-23,1100,0.3278809207797838,9,2,162,1172.1357683601507,veteran,1
U-03780,2023-01-23,1038,0.763324361545346,2,1,103,506.620463240374,veteran,1
U-03356,2023-01-23,616,0.7084201459833853,5,0,67,347.813634674123,established,0
U-01800,2023-01-23,275,0.4139318081761838,1,0,144,1495.462553272245,established,1
U-01025,2023-01-23,265,0.6091986837159487,5,0,119,1369.8046736859592,established,0
U-00541,2023-01-23,1269,0.029631885976391104,5,2,160,651.1200500597089,veteran,0
U-03451,2023-01-23,1604,0.3141666119075859,8,2,61,340.107569331888,veteran,1
U-02656,2023-01-24,1778,0.5997796559550853,5,1,164,349.9708170129417,veteran,0
U-01135,2023-01-24,226,0.5000362149376396,5,4,50,236.5928822464124,established,0
U-02787,2023-01-24,85,0.7192529907079513,2,0,84,402.175326099385,new,1
U-02459,2023-01-24,982,0.7128717219670092,4,1,151,377.35650608951374,veteran,0
U-03112,2023-01-24,1880,0.6791133665720679,7,3,12,1999.690011395257,veteran,1
U-00149,2023-01-24,798,0.4156781931122342,9,0,154,1598.6362330358736,veteran,0
U-03508,2023-01-24,1273,0.6215184202299502,9,1,1,805.3179577773816,veteran,1
U-03183,2023-01-24,676,0.35682767265797366,1,4,133,1557.429245760344,established,0
U-03188,2023-01-24,545,0.16295724578730442,9,6,125,3019.755627430313,established,0
U-01614,2023-01-25,1155,0.627125975312123,1,3,99,2648.1148258854055,veteran,1
U-03500,2023-01-25,1720,0.5015409120998952,3,4,89,754.0493257705245,veteran,1
U-01888,2023-01-25,1337,0.8427622848520179,8,2,77,1356.6568383579636,veteran,1
U-03918,2023-01-25,145,0.9297664996274883,2,1,174,543.2658719375578,new,1
U-01350,2023-01-25,476,0.9132160585086049,5,0,156,910.0596538229761,established,1
U-02372,2023-01-25,1880,0.9733319096993783,5,2,144,895.039133699611,veteran,1
U-01410,2023-01-25,72,0.2676487350598524,2,2,110,259.71082538176677,new,0
U-02524,2023-01-25,616,0.34243508966183767,7,6,39,1433.7924683647727,established,0
U-01469,2023-01-25,565,0.09662549096894235,7,3,122,1682.6292964567106,established,0
U-03532,2023-01-25,1672,0.3912792508993721,9,2,96,654.7724414023751,veteran,1
U-02981,2023-01-25,1188,0.9655793015945262,4,2,60,627.6384682874371,veteran,1
U-02001,2023-01-25,1663,0.11885798957022997,8,0,80,540.3124411158904,veteran,1
U-00618,2023-01-25,1277,0.4465966901175078,1,2,159,1358.6847082719876,veteran,0
U-00278,2023-01-26,1474,0.28910328119451023,3,3,61,743.4847067681361,veteran,1
U-03797,2023-01-26,292,0.8759973393493311,7,5,34,1622.4830822284266,established,1
U-00035,2023-01-26,93,0.39272541391242954,7,5,3,3469.6754257814596,new,1
U-02887,2023-01-26,747,0.2643272242750323,3,2,166,631.3482058435478,veteran,0
U-02803,2023-01-26,1673,0.37959153667218126,6,0,108,261.5101638161062,veteran,1
U-02128,2023-01-26,659,0.5348019131804018,3,0,133,682.2494215513052,established,0
U-00517,2023-01-27,145,0.2985422487521395,7,1,128,774.8110253130097,new,1
U-02710,2023-01-27,620,0.1547238990088764,2,0,167,433.9538575449444,established,1
U-02439,2023-01-27,681,0.5750150415685037,2,1,78,187.70690366713055,established,0
U-01361,2023-01-27,1607,0.07726603025365364,2,0,74,569.0939704960471,veteran,0
U-01455,2023-01-27,299,0.5303995394185038,4,0,163,722.7381897382973,established,0
U-01034,2023-01-27,71,0.6149877629496451,3,4,3,781.9893601307823,new,0
U-03916,2023-01-27,1345,0.8848475922643815,1,0,53,740.1330447408337,veteran,1
U-02963,2023-01-27,1419,0.39599259138036935,4,2,151,381.936791884599,veteran,0
U-02330,2023-01-27,157,0.4368446991896344,2,2,39,1524.4941475202384,new,1
U-00044,2023-01-28,844,0.48055989079891825,3,2,127,413.29044875976285,veteran,0
U-03069,2023-01-28,1419,0.7078013985918528,9,1,80,240.8309332532233,veteran,1
U-02794,2023-01-28,1467,0.6318015463518166,8,2,6,1489.5053176926874,veteran,1
U-01768,2023-01-28,955,0.3515593869713336,2,1,73,631.6006459997602,veteran,1
U-02311,2023-01-28,683,0.8459490014528787,9,1,0,1113.5951628408977,established,1
U-03560,2023-01-28,1331,0.9140365668297785,4,0,121,1051.7248343310334,veteran,0
U-03154,2023-01-28,861,0.808717871762248,2,1,156,747.6750816911081,veteran,0
U-02231,2023-01-28,1275,0.48993559995646274,8,5,69,389.6405441067097,veteran,0
U-02704,2023-01-28,1792,0.45848501062532776,7,3,88,567.1827564258881,veteran,1
U-00386,2023-01-28,542,0.30324861814784576,6,1,8,489.71478553936106,established,0
U-03651,2023-01-29,1103,0.22244541739167467,1,5,168,956.3414695184496,veteran,0
U-03276,2023-01-29,548,0.3924168502170541,6,3,96,778.6063876621012,established,0
U-03987,2023-01-29,667,0.9471414668162196,2,2,167,1531.5531580341917,established,1
U-03410,2023-01-29,189,0.7649871788012479,3,1,171,1273.76111229762,established,1
U-01021,2023-01-29,941,0.8399340941971882,3,2,7,348.0265214875523,veteran,1
U-00898,2023-01-29,1521,0.8887877663650384,3,1,24,454.7432610475627,veteran,1
U-03334,2023-01-29,688,0.38904719882716354,9,2,114,2886.595259117252,established,1
U-00658,2023-01-29,858,0.5742972879655516,7,4,163,628.6346141165501,veteran,0
U-02590,2023-01-29,49,0.2541522881190068,5,2,97,613.1395614260558,new,0
U-01952,2023-01-29,412,0.45796101016618085,1,4,126,1250.849055084296,established,1
U-03815,2023-01-29,1766,0.3183862470428127,8,1,33,866.9119743662942,veteran,1
U-03531,2023-01-29,1586,0.08712931204717322,5,3,9,1006.4907069894488,veteran,1
U-01833,2023-01-29,510,0.6533642866030318,5,5,94,1363.1023579669886,established,1
U-03535,2023-01-30,693,0.9615332425411374,6,0,116,837.124584770171,established,0
U-01910,2023-01-30,417,0.9611723908966826,7,2,177,385.3044558217679,established,0
U-02024,2023-01-30,992,0.8386371347886453,1,3,94,1887.3027774183288,veteran,0
U-01214,2023-01-30,1613,0.4047432486712671,1,3,136,306.28996208447705,veteran,0
U-03613,2023-01-30,1342,0.4152638496323835,7,2,25,602.2324611051655,veteran,1
U-01252,2023-01-30,1436,0.258121499649558,8,0,108,534.4162066675603,veteran,1
U-00068,2023-01-31,1483,0.9100896741301989,5,1,61,1198.5852261551058,veteran,1
U-02668,2023-01-31,917,0.19228397614227433,4,2,178,1324.3005010549268,veteran,0
U-02855,2023-01-31,1760,0.33692684770210857,4,3,43,359.07999647774596,veteran,0
U-01054,2023-01-31,127,0.8168200674791013,3,4,139,1063.2936175240457,new,0
U-03931,2023-01-31,208,0.5572993462144499,1,2,85,1534.5537737198795,established,0
U-00216,2023-02-01,992,0.6789856609149371,2,2,142,561.4509867567723,veteran,1
U-01570,2023-02-01,1530,0.1480332201025618,2,2,89,527.0593028460216,veteran,1
U-02478,2023-02-01,1443,0.24681289062919443,6,1,94,703.3271078513075,veteran,1
U-01026,2023-02-01,530,0.4348841544214562,3,1,118,768.6128062080726,established,0
U-03579,2023-02-01,1405,0.36696949410636615,9,0,88,279.363722602173,veteran,1
U-00126,2023-02-01,120,0.518770583216309,6,3,159,494.877158027565,new,0
U-01587,2023-02-01,1977,0.29462110578767353,7,1,171,317.52481979015556,veteran,1
U-03915,2023-02-01,1895,0.9803821015597741,2,3,4,567.0660299961679,veteran,1
U-03758,2023-02-02,1637,0.34786682559405435,3,4,142,446.03458811991294,veteran,0
U-03133,2023-02-02,1725,0.4223503686917177,3,2,97,614.7171217405653,veteran,0
U-02751,2023-02-02,865,0.2709834814157309,2,1,105,481.7632483735797,veteran,1
U-01095,2023-02-02,370,0.555614525690352,5,1,178,1968.5823044058932,established,0
U-01850,2023-02-02,363,0.994861403638609,6,3,20,524.5222972052068,established,1
U-01360,2023-02-02,1318,0.6446053398343335,2,0,16,405.34078082756895,veteran,0
U-00438,2023-02-02,708,0.29638748879301235,8,1,26,1165.5680518042484,established,1
U-00430,2023-02-03,1844,0.30812696203626844,1,1,29,596.1214304420944,veteran,1
U-01121,2023-02-03,1246,0.3068338398728402,3,1,81,1148.0377162509662,veteran,0
U-03886,2023-02-03,668,0.29803454754690695,3,1,14,1209.0620299445268,established,0
U-00279,2023-02-03,1693,0.7000101540674241,3,2,149,1122.6163367103381,veteran,1
U-01327,2023-02-03,514,0.9212305027183688,9,0,118,879.6779661760409,established,1
U-00245,2023-02-03,580,0.2633423587356264,7,0,101,1800.313875718165,established,1
U-00677,2023-02-03,1148,0.1323852912543504,4,1,88,528.707665978447,veteran,0
U-01255,2023-02-03,704,0.8758166328973778,9,2,1,476.36811738373376,established,1
U-02634,2023-02-03,1740,0.7924668810386102,8,1,36,657.8328824817789,veteran,0
U-03638,2023-02-03,1606,0.5726218716131959,1,0,163,584.9648357393501,veteran,1
U-00006,2023-02-04,525,0.495300616385842,4,0,169,1589.4793366760478,established,1
U-03542,2023-02-04,759,0.6484061284483223,6,2,62,293.42142429390276,veteran,0
U-03619,2023-02-04,1602,0.8445559893615288,7,0,149,525.7154431217532,veteran,1
U-00880,2023-02-04,778,0.14973420826677053,7,1,110,1993.8656176063291,veteran,1
U-02864,2023-02-04,1805,0.5284498945026354,7,2,77,432.7023430432485,veteran,0
U-03280,2023-02-04,1301,0.7186584277451218,8,1,169,481.9085869051315,veteran,0
U-03320,2023-02-04,464,0.047482077778229326,6,0,18,630.6805976529463,established,0
U-02528,2023-02-04,1685,0.512921577555336,4,1,146,268.22857617153176,veteran,1
U-02365,2023-02-04,998,0.3590128321437984,4,1,5,302.63347282190216,veteran,1
U-00752,2023-02-04,1618,0.36410836224197507,2,1,52,1051.7611300282467,veteran,1
U-02316,2023-02-04,1571,0.5314993318323786,3,2,76,674.7705464660721,veteran,0
U-02853,2023-02-05,200,0.40777073066324054,2,1,165,392.2233382545192,established,1
U-01542,2023-02-05,620,0.5984326016657832,3,0,96,557.8017257592095,established,1
U-01720,2023-02-05,1960,0.7633870541432835,6,0,31,922.5448855121531,veteran,1
U-00727,2023-02-05,1776,0.2592848009081554,4,5,70,1183.2810136687358,veteran,1
U-01530,2023-02-05,1194,0.34313762484346555,7,0,173,1748.3690427067856,veteran,0
U-01808,2023-02-05,979,0.06255178627729441,4,2,158,630.663337152186,veteran,0
U-01930,2023-02-05,1856,0.9924587097750137,2,4,58,620.5972195114484,veteran,1
U-00000,2023-02-05,655,0.7160999706587471,9,2,131,1228.1656113978518,established,0
U-03981,2023-02-05,1959,0.896183667971543,3,1,106,651.5310927692437,veteran,1
