safe_feature,income,mostly_empty,policy_renewal_date,region,source_lat,source_lon,destination_lat,destination_lon,post_outcome_feature,target_proxy,outcome
49.83480902397208,41085.00894573765,,2024-01-15,N,28.6633610064328,-97.23941032590453,40.39137512174345,-107.94911903822238,1.0,100,1
49.49881689516161,46681.87378697159,,2024-01-15,S,33.42875203482143,-117.68387063950016,36.244568609795856,-71.82666522437114,1.0,100,1
44.20709685918901,62443.19368146967,,2024-11-20,N,29.81928657817594,-116.12362754331822,37.94779174140753,-96.99821343819795,0.0,0,0
48.72654169102981,56180.370160955405,,2024-01-15,N,32.251413013970996,-89.37201881353825,42.18312395401014,-85.71603543370001,1.0,100,1
61.40920685652547,36447.66211009259,,2024-11-20,N,26.528682280019968,-91.46527486242167,28.108199822067803,-102.96374135635207,1.0,100,1
48.72846420776483,49011.084472753544,,2024-06-01,S,37.22344499287908,-73.53926387248184,33.14931377321387,-116.33098645772068,1.0,100,1
22.961554434554742,52111.67706594681,0.879314220084956,2024-11-20,S,34.546874862199914,-107.41413752614072,28.404864815535927,-103.80587295870902,1.0,100,1
38.116700163386675,55012.45859800476,,2024-01-15,S,31.47359731845111,-77.13526423591455,34.91625011540575,-106.38907495745738,0.0,0,0
37.06632097717562,52749.30244458586,0.9495046416393992,2024-06-01,N,40.50667031594621,-95.01586088017915,39.87075323193564,-75.17511403186951,0.0,0,0
50.312740701994414,44874.06790441526,,2024-06-01,N,45.477780499961746,-70.41372826156837,35.27599027283756,-81.09768381455152,0.0,0,0
46.67582385573875,53295.09126845668,,2024-06-01,S,33.916247070851036,-107.4424840267118,39.750060264730905,-71.83403635549413,1.0,100,1
51.24392956253938,45566.79551898333,1.054681956610186,2024-01-15,S,32.21312847850432,-113.68450638643061,35.58640353060022,-102.36114450521086,1.0,100,1
22.653121227502105,,0.73381207167448,2024-01-15,S,41.98556672769388,-84.99264057362066,44.90064450012,-93.87194841771324,1.0,100,1
57.16869969707296,44329.09217947747,,2024-11-20,N,42.68661251640444,-108.30108182732816,43.25315921264742,-81.67182758965788,0.0,0,0
38.800197447431586,44512.26147620452,,2024-06-01,N,31.325873769873628,-92.27659436311376,31.32663801872571,-99.46735435141271,0.0,0,0
51.98692540610196,,,2024-01-15,N,34.11611337618481,-91.44727968640161,36.142474273311166,-89.52549067086957,0.0,0,0
46.67500845063994,58448.03740147141,,2024-01-15,S,27.64610612497687,-73.734683120776,47.326475539608126,-102.6754336582793,1.0,100,1
30.078728703950674,41637.76460286687,1.2510017615068996,2024-01-15,N,43.007130964611164,-83.36908897971955,34.853070454439724,-86.13906834843255,0.0,0,0
30.802507181836216,51391.27642572233,,2024-11-20,N,37.07094860922724,-86.71921571170857,29.70282309182996,-106.82904996355074,0.0,0,0
47.637731433188094,50721.08233987683,,2024-11-20,S,45.11794094082292,-121.79138527570215,25.711243268980656,-73.35494364664561,0.0,0,0
54.02705890794532,38513.636015239994,,2024-06-01,N,35.23856919453475,-78.31204170736859,31.900278521243816,-72.64854528648651,0.0,0,0
30.053976886362335,33574.906746999724,1.343617038153964,2024-01-15,S,32.41179444580876,-114.54943421681068,46.92821635745363,-100.26134607211519,1.0,100,1
26.87160086846906,49257.87679006971,,2024-06-01,N,45.68606964607074,-121.80968722998814,37.60439194923809,-101.49575631214502,0.0,0,0
15.996154185592417,51091.54981753496,1.2165109300277093,2024-01-15,S,25.127584700193733,-76.38716560215333,31.60295671605062,-114.53318157919719,0.0,0,0
29.265155879004524,,0.7277168201060976,2024-06-01,N,35.007471168277426,-92.08169685081428,25.665376864030225,-106.64800621270416,0.0,0,0
31.86198002931704,28310.668036709172,0.9839953526612243,2024-06-01,N,37.592427431507176,-101.57927904050939,35.655250847355866,-80.43963890574486,1.0,100,1
37.171212209613316,49764.12817094633,,2024-11-20,S,34.29544867981002,-111.38401847164131,27.699936800883165,-101.22505081570435,1.0,100,1
47.81184784142281,45371.04100217701,,2024-06-01,N,41.85685620314092,-78.71694481539228,29.293461097652244,-109.02990907415129,1.0,100,1
34.77685322496953,42884.74932581956,0.9604523606651645,2024-06-01,S,42.856546893880434,-88.56611945136318,39.401712174861764,-116.49782135945027,1.0,100,1
26.92798231337719,47406.50392249588,,2024-01-15,N,41.801054604567604,-75.61326650461713,42.875143080766065,-113.60905356980547,0.0,0,0
36.01622568225206,40971.546454117124,0.8806313736392064,2024-06-01,S,32.62522169995218,-73.63373577794212,46.02302252726099,-83.94862910925771,1.0,100,1
39.58618318884397,54478.74182454945,,2024-06-01,S,36.77583890458903,-102.51725008892653,44.01236122441884,-72.65959533969964,1.0,100,1
41.83351260730448,50084.83091939208,1.1544427552620524,2024-01-15,N,29.0490500642706,-79.49262436861304,45.31556847913256,-96.63252837306436,0.0,0,0
41.642189817484535,45524.34690434314,,2024-11-20,N,26.372373606434206,-109.41518406480803,36.95262629779929,-108.11322676134786,0.0,0,0
38.3533622307761,52254.980861073964,0.8056768402268792,2024-11-20,S,26.185206402130532,-71.19529141408859,35.37150981968148,-107.40123456558102,1.0,100,1
46.934979909762674,49743.1982218842,,2024-06-01,N,43.05051476868477,-79.94132949860558,34.354263682422086,-108.6101361447328,1.0,100,1
36.54428861838952,,0.8924774528609305,2024-01-15,S,37.46024924731025,-95.67992444718898,45.71794539458952,-111.71588180725112,0.0,0,0
27.61004855244566,48846.82595748876,1.1325260175321963,2024-01-15,N,37.09492141912096,-112.1295824188738,43.616679749267256,-101.51417919777977,0.0,0,0
37.92359881645368,46342.74767374063,1.0028041448525953,2024-06-01,N,40.60770538435264,-121.51895467938833,43.5528632079256,-89.33605909611414,0.0,0,0
61.982677423320496,36074.27458200159,,2024-11-20,N,40.7410839284246,-96.6723991344036,27.487997708926468,-83.31595576288652,0.0,0,0
30.66629498085373,44783.66017637062,0.8498382416251468,2024-11-20,S,39.7566468906473,-80.53852555800911,28.52297857945978,-82.92478323852686,1.0,100,1
69.02504547409379,53410.721316903226,,2024-11-20,N,36.24212835516161,-92.57344796623316,42.84682046835424,-99.2874136429912,0.0,0,0
34.00229865012118,45044.03501726581,0.9951019800989988,2024-01-15,N,42.733030485431684,-72.34626209499756,39.21103649450745,-113.34635539997448,0.0,0,0
48.45974400921486,61260.05940581196,1.382627890876341,2024-06-01,S,28.72038716831155,-108.13758268415685,45.78678822696463,-92.38685738885017,0.0,0,0
21.3075146120785,63585.731481158036,,2024-06-01,S,39.82689682004797,-70.0283503225251,28.774693682826396,-85.41178470207872,1.0,100,1
39.181267895607256,47549.23708910986,,2024-06-01,N,32.648939560602585,-103.46012769807551,29.01348159774291,-76.2018932008098,1.0,100,1
57.02367668524237,54427.47539436941,,2024-06-01,N,27.752706153701908,-107.90696615154172,28.0510223818292,-112.14976249567788,0.0,0,0
26.101746311596635,,,2024-06-01,S,40.943031084087735,-96.03746947557089,27.84771736685077,-110.21898115097687,0.0,0,0
31.80104621728072,,,2024-06-01,N,45.34239767237387,-115.29000560977249,27.495602526166138,-113.25461032663449,1.0,100,1
44.1421161458802,42808.34333003972,,2024-01-15,N,28.02211951760223,-109.63439283084149,47.614688161477154,-117.4018367492579,1.0,100,1
44.15595044707682,46621.34403882335,,2024-01-15,S,27.245431277810795,-107.37490463485273,30.499143924630882,-73.97995518550046,0.0,0,0
22.852448451233926,39006.22837875662,,2024-01-15,S,37.292620842643245,-121.58882174014684,43.939030036300544,-108.84713393704023,1.0,100,1
25.50834339608419,39206.51848910372,1.1122108086186364,2024-11-20,S,35.59666699263698,-114.91319563718373,38.365630767296814,-114.32729997552995,1.0,100,1
43.39520018148548,51669.21474640328,,2024-06-01,S,26.778304968183,-96.18377167551162,28.163874359499786,-70.33970533290191,0.0,0,0
43.4914489952355,,,2024-11-20,N,30.56616157611102,-93.63904911225718,47.6740524781311,-104.75353654297034,0.0,0,0
49.08604103428992,51971.53405244686,,2024-11-20,S,37.09156796639266,-113.90930773103064,43.71314896180948,-120.9033587107072,1.0,100,1
38.44030750675827,53906.99288411351,,2024-01-15,S,28.34774270236391,-80.33683926083593,29.51914243011577,-113.0752680788077,1.0,100,1
47.81365996075111,43885.47125458156,,2024-11-20,N,38.2099768187874,-103.09835293781727,38.54401256820451,-103.22512518908242,1.0,100,1
54.68419470086928,48444.38126133463,,2024-06-01,N,26.920830423432385,-107.92861841129304,36.24060049509222,-73.58897406144412,1.0,100,1
25.57621413505312,47845.56553130883,,2024-06-01,N,40.21327365102897,-74.87482876644458,34.55842979808177,-76.2444355017604,0.0,0,0
52.43330344185812,44650.68079648559,0.9011580347535882,2024-06-01,N,39.38142656120918,-107.76566763679168,33.49725916689413,-81.64287929088539,1.0,100,1
48.9504790412513,43308.354623407504,0.9828418683025022,2024-01-15,S,42.379812678284324,-100.72876461012709,32.88686777360547,-104.0066390381031,0.0,0,0
55.167203969582985,52524.40429965599,1.2455933439740208,2024-01-15,N,45.878758961473494,-90.02470598035129,34.37928793472086,-84.6381619174013,0.0,0,0
35.47134127076844,48878.028510281125,,2024-01-15,N,46.701041620698994,-120.02404608595313,41.73022159896006,-101.9627392353755,0.0,0,0
40.04425401510041,52658.29439725748,0.8302906098971992,2024-06-01,N,42.857285202386414,-94.22815724254707,29.311990964168412,-96.19177125515081,1.0,100,1
41.384256614583464,58007.377955969176,,2024-11-20,N,38.39082913132337,-71.76746246854286,47.02249744821426,-88.6145093650309,1.0,100,1
34.785327573100766,58113.73945288655,0.920782354879832,2024-11-20,N,41.092239829815284,-72.55232341627601,45.00458568896976,-90.29842286496027,1.0,100,1
52.364393307831044,,,2024-11-20,N,37.55766811399355,-119.61083458441468,28.074770902638832,-97.37738845759083,1.0,100,1
42.7360737991435,43153.41050331156,,2024-01-15,N,41.317503490846136,-119.44790642190463,37.502586182969594,-83.57124108683682,0.0,0,0
28.316343623857954,,,2024-06-01,N,39.269568062533615,-77.60573900905571,35.37505402781842,-85.1300787684028,0.0,0,0
43.53320216085963,50989.09691628711,,2024-11-20,S,38.631272654651774,-100.21683160541224,35.21335617608943,-76.88668604485436,1.0,100,1
27.91291440304515,,,2024-06-01,N,27.8744835481191,-90.8297701692072,34.42477060209368,-116.68379343847833,1.0,100,1
21.633471881147273,42302.58288846387,,2024-11-20,S,42.618639400928394,-101.94495728006974,26.719660666429277,-73.01670223399309,0.0,0,0
27.813783015414266,46505.17539530118,,2024-11-20,N,29.622372818793878,-119.92056244013303,41.21124861357523,-80.12897996088547,0.0,0,0
40.696995006299375,51976.28555752739,,2024-11-20,S,42.78589832732011,-81.46865777769501,26.34976098655136,-90.28860789230225,1.0,100,1
41.826650739573616,59830.920952941866,,2024-11-20,S,46.47633230529511,-84.95704519004046,43.931476295874106,-90.41681529180683,1.0,100,1
38.7864862090529,,,2024-11-20,S,36.30993878354261,-111.72279820628592,40.11909105317974,-79.44867867012896,0.0,0,0
46.42982758150706,41952.187967049664,0.8194144724214897,2024-11-20,S,41.48470056293035,-88.44194649201975,34.15402698911002,-105.52478250968397,0.0,0,0
63.07637560730695,48303.70205605309,,2024-11-20,S,25.43064861038787,-107.36948153613875,38.92064971090822,-85.59072606037333,1.0,100,1
26.790099764442086,43537.99770110056,1.1276044206059184,2024-06-01,N,45.113148254350385,-86.0805126863182,37.07699090972044,-71.01519190731422,0.0,0,0
45.48277242528723,56779.83302447284,,2024-11-20,S,31.70416479666836,-81.8161239374743,45.04574775656046,-93.5988054209147,1.0,100,1
43.29923876155013,53575.20051930312,0.9600411977100032,2024-11-20,N,27.71523345641508,-92.41602376897347,26.83602831383605,-91.95559847998193,0.0,0,0
26.063740845991248,47137.630735774874,,2024-06-01,S,34.49120906817144,-110.15619245609892,26.29192084147357,-119.21366640400726,0.0,0,0
34.548175739911336,45110.025418178,,2024-06-01,N,29.055527484817713,-93.03091819404325,37.544310742116636,-111.85510091185122,1.0,100,1
42.84447482184777,52359.61872079987,,2024-01-15,S,32.43046488611352,-113.48770686093168,42.38983971420626,-107.65101040395417,1.0,100,1
40.42084508755014,57842.352480497306,,2024-11-20,N,29.89375318013316,-80.40720539225862,32.59407651481621,-99.71849487345551,0.0,0,0
30.677992654054357,43860.446847358246,1.0642127069283631,2024-06-01,S,46.30027200040549,-77.43969069626715,45.955914834663275,-110.72817632258055,1.0,100,1
49.459128822350586,47410.705510983964,1.1872261906926156,2024-11-20,S,45.1618804338266,-88.15181013915146,26.737436283926172,-93.39149111492232,1.0,100,1
42.86246546480703,50903.79014550008,1.0835500945974623,2024-06-01,S,35.986854131607224,-119.66425949720997,33.098387302045865,-117.61963486190169,0.0,0,0
47.55766416729027,50144.09493201527,,2024-01-15,N,39.41651899535609,-97.10448595550501,44.66603317396006,-105.8910045984723,0.0,0,0
58.68648492449783,52702.93597327196,1.261768367081067,2024-11-20,S,30.50369934007141,-89.74578252768923,42.80054253292931,-112.4448193430653,0.0,0,0
25.169112209680073,42003.38672984084,,2024-01-15,S,37.67117390268253,-109.75509762430069,26.20548304603727,-79.0031616636969,0.0,0,0
52.021014702323534,45240.57906483937,,2024-11-20,S,44.12797311061592,-119.84423924849511,40.70465344973385,-79.42570068624505,1.0,100,1
45.622373890043,33199.15877878969,,2024-11-20,N,29.066575454325715,-86.22896937970035,26.627731867247416,-80.70475051914768,0.0,0,0
30.22813467388157,50445.86930151054,,2024-06-01,S,35.167210827460366,-119.69498931266585,27.460637462725828,-117.11229551340624,1.0,100,1
39.77285711914592,58561.25538304865,0.8758231209164596,2024-06-01,N,27.07769305361238,-107.57999242596267,28.457697465628847,-76.65187195682715,1.0,100,1
35.569245778377606,33542.43676766343,,2024-01-15,S,26.91679732672377,-98.3925460377445,47.320567530763896,-90.20413913288006,1.0,100,1
26.74141858012893,44945.5360241546,,2024-11-20,S,31.03801248759148,-116.13932578259744,29.834522925207967,-99.64337190394413,1.0,100,1
49.4748301597932,57188.193422904944,1.2451598013547245,2024-11-20,N,27.503726053197116,-113.2848250631479,29.779389343748175,-80.9377183030008,0.0,0,0
31.39421477926497,48857.578107724636,,2024-11-20,N,46.25146062421533,-120.88041174378058,35.23050366508077,-111.57173155032397,1.0,100,1
16.63950391938589,34839.65744345965,,2024-06-01,S,42.04687891112636,-92.229530144265,34.3969230228329,-82.98052394692154,1.0,100,1
50.04039733179415,59350.30665395455,,2024-11-20,S,27.70931987985819,-70.96035594644873,34.24570869657621,-102.45740258582842,1.0,100,1
34.32635302960333,38592.242897111726,,2024-11-20,S,40.16558058266247,-98.46907690988004,30.31996769780601,-111.75673379450015,0.0,0,0
44.35134082776171,60967.28372601617,,2024-06-01,S,47.11257088970695,-99.80547199788745,39.92909206065411,-116.25852591244539,0.0,0,0
42.8208199362621,45322.87520964448,,2024-06-01,N,33.787275851107786,-83.91279669284037,40.96024142474909,-91.47321582619745,1.0,100,1
36.427327234491266,,0.8593941312075326,2024-11-20,S,32.35036842167684,-88.34623959174007,43.53266781519559,-116.10613249371687,0.0,0,0
35.958271492607146,50215.556846549865,,2024-06-01,S,41.07471369848436,-85.4678461297652,43.24683704899771,-73.99689496288235,1.0,100,1
10.423853430716044,49822.59562887174,,2024-11-20,S,47.007802241976066,-116.53444161190019,46.523762544529966,-77.88110374476564,0.0,0,0
35.618159655864496,54803.80418281603,,2024-11-20,N,38.8240047141185,-104.1545731005423,27.443492391700087,-80.03743713483478,1.0,100,1
26.709476764930216,54020.04845367079,,2024-06-01,S,34.336062686037174,-108.34241123637294,36.511200566495,-105.79084396352066,0.0,0,0
45.90322875158954,48816.4996486602,,2024-06-01,S,27.930554796541205,-103.59616213939039,31.60529808037331,-87.64911845525414,0.0,0,0
30.878429736477674,60580.262629655,1.3333647991979058,2024-11-20,S,30.739450634547044,-78.06562338221498,30.336918921770213,-93.36673795509081,0.0,0,0
32.754793157128674,55707.79857038743,,2024-11-20,N,29.763342933063317,-79.86882124104598,33.15626785292863,-119.21367971155594,1.0,100,1
41.13801633341174,52190.33294842802,0.9210606336387891,2024-11-20,S,46.836739348521,-71.79050062351983,39.74313077348055,-78.40396549140064,0.0,0,0
26.946634571789758,51080.92113957757,1.0423413470318421,2024-06-01,S,43.19392071292764,-76.94494716485873,35.32783771718941,-71.17674168337636,1.0,100,1
32.083533857399196,49237.398297749605,,2024-06-01,N,25.126038596128094,-100.2105137889751,25.886891673704433,-114.31730639922095,1.0,100,1
34.694248343009676,49379.354442564734,,2024-01-15,N,25.52223516048359,-94.77586887466877,37.23442119418578,-77.0865489471744,1.0,100,1
45.075968277285305,55319.191947139996,0.9819140515228427,2024-06-01,N,26.717389129586405,-99.86332771238999,45.79871969867751,-102.29380497658305,1.0,100,1
23.030427621153628,,,2024-01-15,S,32.786694462308844,-121.52847068671333,46.12761406640637,-111.77465631323726,0.0,0,0
49.31208404163603,50317.878704124414,,2024-06-01,N,38.98224729280086,-76.47050038022783,44.38763232646897,-91.76227910609089,1.0,100,1
38.69832908773123,58120.90338717852,,2024-01-15,N,45.324218709481165,-84.5030845364373,43.44845158177265,-109.23425369663347,1.0,100,1
34.10505271911514,47902.30777640906,1.0974165462585959,2024-01-15,S,34.285271105244405,-114.99677527427964,30.526851095368272,-91.94694985345805,0.0,0,0
44.36882538132461,53487.16910042394,,2024-01-15,N,28.689678720453905,-87.89641339937076,46.2491960424166,-84.80201262767582,1.0,100,1
52.1820806077684,56876.19026681592,,2024-06-01,S,46.23016301079921,-111.14399194551461,28.450850782934513,-102.57610034904475,1.0,100,1
53.80805981527851,41075.96531971554,1.3604343231641414,2024-01-15,N,38.12751439314188,-107.06350078972282,29.481222560408206,-87.57957263205368,1.0,100,1
28.189960077538483,47887.08103185299,1.0414325101380388,2024-01-15,N,26.085702922756806,-81.20967065267158,45.80242597908936,-104.56247691430991,1.0,100,1
56.045038472744224,63350.45173262601,,2024-01-15,N,28.590803234948822,-76.2895752118854,41.00657878833759,-72.48595754902881,1.0,100,1
40.369889688434895,42343.17159068353,,2024-06-01,S,47.27994111232254,-89.39189572240764,45.422359207401634,-81.87642373223572,0.0,0,0
55.23369255349535,59216.6368540013,1.0634119118087746,2024-06-01,S,45.44977667287156,-118.59635378823006,31.267687093654732,-114.79143120398967,0.0,0,0
27.59869626260421,41521.8971818312,,2024-11-20,S,41.31109329186747,-105.64132728497478,40.50126244782019,-83.23107417401724,0.0,0,0
37.9606866532372,53244.28312269844,,2024-11-20,N,26.01184547630444,-81.94243329586645,38.81401297389891,-96.37046066701335,0.0,0,0
38.65854081333814,41486.48626705065,1.080019597714453,2024-01-15,S,43.148025930898186,-107.55799477493417,39.62471421501168,-112.17684671048322,0.0,0,0
25.532295910989866,45068.88908077942,,2024-06-01,S,31.55253474036738,-98.18337595912809,44.304869221974464,-106.44783205948671,1.0,100,1
34.6418884823585,46997.502028954565,,2024-01-15,N,44.52035727380195,-100.15233287712084,46.32950265037463,-113.55768811005356,0.0,0,0
50.8852365255461,45609.43709359378,,2024-11-20,N,25.961790338461093,-105.38096061988074,26.768669820880298,-80.5351835916401,1.0,100,1
53.34399370730624,58068.55247131415,1.0731848519792622,2024-01-15,S,32.53763289280559,-96.17867184078199,46.91707568767373,-90.00870474115656,1.0,100,1
47.60326896226575,56667.954372972876,0.9755085637911539,2024-06-01,S,36.401727646579836,-117.91432158278516,31.147174509064037,-97.49495552253008,0.0,0,0
43.60669417290559,56960.479731445725,,2024-01-15,N,42.436368236585785,-105.77744817707917,25.107215086996536,-99.65472603347028,1.0,100,1
35.156511306533574,51547.90645715533,,2024-11-20,N,35.452046784630895,-104.90280365289057,44.36775284362412,-116.28058294932259,1.0,100,1
63.95410226825063,63093.53319230757,,2024-06-01,N,35.48763156561523,-89.49495898250815,31.126193685467104,-100.71612992061095,0.0,0,0
24.61622183825491,58230.33896231746,,2024-11-20,N,45.10692352366045,-103.51751076637417,42.899759232659555,-71.942199515874,1.0,100,1
26.24598743374868,52598.02291996787,,2024-11-20,N,30.84331946981939,-95.06430191318805,27.501790741132186,-74.25396492350177,1.0,100,1
31.304328820860285,41609.71416093339,,2024-11-20,N,32.73044106279484,-119.77140278171424,46.979847166040976,-119.4236096438915,1.0,100,1
41.9502826525716,55483.5729132909,1.000425572166214,2024-01-15,S,39.35472250007748,-91.16780268972559,35.55916323551355,-119.17842420676456,0.0,0,0
34.916754824730866,,,2024-06-01,N,35.64203712760007,-120.83510378176376,47.04464575842651,-116.23404420741261,1.0,100,1
49.283426974487035,50754.739489368796,1.1520755686332984,2024-01-15,N,35.0650146113752,-103.01609688925488,40.99663074707846,-98.88770974081733,1.0,100,1
21.953963432716108,55703.09878005101,,2024-01-15,N,30.36913083383293,-93.00187266904992,45.09818101824022,-82.27776905568847,1.0,100,1
49.55718313211841,,,2024-06-01,N,34.46564930181705,-85.88507094400259,41.54924990754805,-117.49582078755154,0.0,0,0
60.79641433820618,47612.32357128587,,2024-06-01,N,27.56429881370943,-71.47825203533394,47.1514405117766,-82.85919012175226,1.0,100,1
50.451062329753825,54522.36088852793,,2024-11-20,S,37.06889750802658,-100.46550472787462,25.724532760376665,-86.22045237922657,1.0,100,1
36.372276402526275,,,2024-06-01,S,40.92405599448224,-120.01104835672803,25.585843917258583,-114.27137499094644,0.0,0,0
32.80913200528638,52505.19726217502,,2024-11-20,S,29.650914968008152,-105.54436264905996,25.29338336230976,-78.58837157691627,0.0,0,0
52.54455141628847,47265.628530276445,0.8611562671218908,2024-06-01,N,29.130669843789804,-109.6574057151864,46.04193731676174,-80.07584878670643,0.0,0,0
20.36717511957804,46296.17652283807,0.9821298581063079,2024-06-01,S,40.39151910772414,-74.98547337370685,46.55872453682167,-82.23966486856433,1.0,100,1
30.55068753801271,50948.9942519228,0.821074073431727,2024-11-20,N,45.45149221169832,-120.76898981537353,31.388389783129504,-98.96553053262089,0.0,0,0
